item_stable_id,parent_stable_id,local_title_hash
874,456,3841683706517575434
873,456,9043728793766981341
872,456,5824283422035836727
871,456,6514061800194328440
870,456,-3693802236656085514
869,456,6125963246461564127
868,456,-5350735843041862878
867,456,-4788388028319455084
866,456,-6492468041616261602
865,456,8904426828093215602
864,456,-1370524758024577456
863,456,5956211377480524561
862,456,-7474652410492111936
861,456,-4365836275533470224
860,456,-6273993072391927159
859,456,9018248333388368444
858,456,-4019027064796156886
857,456,8829456389572712018
856,456,6468079431705319426
855,456,2692389354787276384
854,456,4995789246239132699
853,456,5741578649196765388
852,456,522726994119749059
851,456,-8074992463181615019
850,456,4004823492074747636
849,456,-5910157645835196262
848,456,-6128935364628684298
847,456,-7774259594859695348
846,456,7459054572895543806
845,456,371223478666221827
844,456,-8603467577332422598
843,456,8553247827726101952
842,456,1512784519113359907
841,456,-964728086707432737
840,456,-6572676679576918530
839,456,2181485145590583897
838,456,5670151740386122982
837,456,4310606436964668454
836,456,8899812239903616585
835,456,-3929079458566756023
834,456,-8656382255450109216
833,456,-8743712572916065809
832,456,1908900843317739979
831,456,131632419598442214
830,456,-3058322669024025244
829,456,-1205651537707841773
828,456,-7116669075624432614
827,456,2282268321177578890
826,456,1206442691190090903
825,456,-8588098633892319830
824,456,6599188419075543205
823,456,-8087890071734580806
822,456,1986430706299255578
821,456,2699193271589317877
820,456,-1372470964055411358
819,456,-6132046584434605061
818,456,-151268595575636493
817,456,-2856253103336580167
816,456,2793378712178441732
815,456,879466560090399471
814,456,1284171932048593052
813,456,-5923611930005016119
812,456,-8431872874481292823
1291,456,-6629161912329160798
1290,456,2680606734666618824
1289,456,8383170989713225218
1288,456,-2051149003329596619
1287,456,3381784548466847517
1286,456,3188242714809557990
1285,456,-5824948790122528444
1284,456,-353555953203063475
1283,456,-3415986592279309290
1282,456,540117459370720219
1281,456,-1653422938584302781
1280,456,6686518829976125863
1279,456,4621169578603280549
1278,456,8533847524416146778
1277,456,-4026982843545515526
1276,456,1173658912207816989
1275,456,-3680150317680489913
1274,456,1827803020133305596
1273,456,3895961191594526826
1272,456,1930699291933534631
1271,456,6296151683966556742
1270,456,-3057791913633362117
1269,456,1731119940677049589
1268,456,7458025007933262591
1267,456,-3325745075019281392
1266,456,-225395722393644059
1265,456,5885821441941647363
1264,419,-1514159659029675886
1263,419,8335514460510010817
1262,456,5816729443084805082
1261,456,-1664105239388055623
1260,456,2194872006442655654
1259,456,-5585882743388495593
1258,456,-6197601262100826874
1257,456,-7465200822735274720
1256,456,8473906749381924448
1255,456,-1798479364914694746
1254,456,2818237388237512086
1253,456,-5430694333799253083
1252,456,973673918274247865
1251,456,9050168046833706190
1250,456,-6215191441539312584
1249,456,3294445559790467773
1248,456,8283686337437249740
1247,456,-3443117022664776636
1246,456,-6600410058309863529
1245,456,-9219023519597164769
1244,456,5228659015494521123
1243,456,8673932561049569227
1242,456,-5042144860126730489
1241,456,-429217792613458354
1240,456,2809370644765315448
1239,456,2970120113960059645
1238,456,-8029987747486743361
1237,456,5708492275377699232
1236,456,-8685766241973375865
1235,456,-5351397602056430953
1234,456,273619230951183726
1233,456,-110245773668256864
1232,456,2020336838815196755
1231,456,2994961421460544963
1230,456,9004623125281552267
1229,456,-4846574117541232185
1228,456,-7381191028900670920
1227,456,7759816355557803325
1226,456,-4605111831774543503
1225,456,3291711566449062685
1224,456,1989221624014148535
1223,456,6877707534729428180
1222,456,5378803920981056596
1221,456,296171276113038890
1220,456,-7956721927061941694
1219,456,1716487641640330468
1218,456,7190485695206718442
1217,456,-4992036680647668182
1216,456,3090377775981990094
1215,456,-5383542979605124609
1214,456,-4397742091470073152
1213,456,-3029954389866197340
1212,456,8492095251752565797
1211,456,-2761773322797737491
1210,456,1284300988670821921
1209,456,6872987685701718744
1208,456,4061653932475963020
1207,456,-7274351351841651579
1206,456,-6602606775861281167
1205,456,-3050903615974964253
1204,456,7040520412193496846
1203,456,-7707634988286089297
1202,456,-2981611182167832133
1201,456,-8057399334208833228
1200,456,-6301750623289452844
1199,456,5981761872824196457
1198,456,-3861761249328401449
1197,456,-2888103121899801372
1196,456,3776839971468671136
1195,456,-70364706062749882
1194,456,309289505880863736
1193,456,-589136129674632489
1192,456,-4621235622642508837
1191,456,-4620564825482476423
1190,456,2970464529236546923
1189,456,-2291249994449649906
1188,456,-1961176257450342832
1187,456,-6806676755667082552
1186,456,5177099609991218718
1185,456,5159840277743336011
1184,456,-2351399274402273368
1183,456,-3448375054572739510
1182,456,8607756003447323288
1181,456,-6155119891872523603
1180,456,7294682844653063953
1179,456,-665532182978306223
1178,456,-775439801753498905
1177,456,-3446336211352029160
1176,456,3816948810295584732
1175,456,8789621649058746316
1174,456,-7109436714264950308
1173,456,-5592763619162926616
1172,456,4005604635482093297
1171,456,8873778563555711268
1170,456,-343356845505296802
1169,456,-2058365938415343886
1168,456,-8464910165669934910
1167,456,-5889893710111839804
1166,456,2435209412484005424
1165,456,-1954068031331125611
1164,456,-5364138206389620678
1163,456,4536788222283879058
1162,456,3806618169671256986
1161,456,1793310765525770410
1160,456,-8150046517115258457
1159,456,7359780901803807278
1158,415,4915129833428294960
1157,456,3409087162616648639
1156,456,6610308883654504620
1155,456,1389657228581656099
1154,456,-8172733146044127713
1153,456,-6365095413156295442
1152,456,-8537082239892546007
1151,456,-19038107074426423
1150,456,-8847421032016794727
1149,456,-7875079809632482086
1148,456,7716577650336474786
1147,456,338042517987010753
1146,456,-5916424302439480013
1145,456,-3280164409002018324
1144,456,-5368851367679563909
1143,456,1568907356022701403
1142,456,22322529424252267
1141,456,1056828870157986586
1140,456,2870701089500714182
1139,456,1121156311247409261
1138,456,4701050584741904747
1137,456,4769282991868282410
1136,456,-971618500100087902
1135,456,-3939328721725323100
1134,456,8331693393502590266
1133,456,-2277220561664655542
1132,456,7069214233856029367
1131,456,-4500905677454101732
1130,456,4421467951837491451
1129,456,5855525997726508074
1128,456,-3756592763758551722
1127,456,7154761744884557298
1126,456,7277307274727206086
1125,456,-6206267347017837099
1124,456,560817796475387984
1123,456,-4440866319803736933
1122,456,-6998875663372627560
1121,456,-6934243895142972526
1120,456,8636409736218465010
1119,456,-7175115551598379716
1118,456,4199926737880456818
1117,456,-6818396226956047150
1116,1158,-5096943100531882618
1115,1158,4011873273648337864
1114,456,-6229670930359760523
1348,415,-2600884670055797728
1347,1158,-2999802211691597436
1346,1158,-4833282050289976371
1345,1158,-8995738884043634596
1344,1264,-4752110293259898493
1343,1264,5342662662843851295
1342,1263,1384924292264664346
1341,1158,7435656408500533678
1340,1158,6918697583279567187
1339,1158,7803729758093608605
1338,1158,403436400498452050
1337,1158,-5111555867936922369
1336,1158,-7767483458569327888
1335,1158,3122455112252803342
1334,1158,-8283181323961425512
1333,1158,-7775429666979836899
1332,1158,-8737191777934286746
1331,1158,-362744699290069661
1330,456,3546192121017233994
1329,456,-5826070605512765795
1328,456,-5311867423646664312
1327,456,-2084846904668524602
1326,456,-5174926010993315916
1325,456,5534437116080211631
1324,456,-7591303489678205461
1323,1264,-2369070593582584179
1322,1348,3763916517216584601
1321,1348,4652428202823185625
1320,1348,4716108169214465346
1319,1348,-1514159659029675886
1318,1348,-8901374072699208386
1317,1322,1421484322532656405
1316,1348,142316994428032963
1315,1348,-7013580461583110073
1314,1348,3720403177046369849
1313,1348,-1905877291628274208
1312,1348,4023385685731524792
1311,1348,-1489116131400639332
1310,1348,-3986022863968765206
1309,1319,-1275925240110602346
1308,1263,-854448330943727448
1307,1348,1681371046711233620
1306,1322,-1775246336648842887
1305,1322,-6663622096671154022
1304,1322,-3554804375617699578
1303,1322,-7427034254266200357
1302,1322,-7954052702352970906
1301,1322,3143555375519854401
1300,1319,-1666155101004799404
1299,1319,89217481362995643
1298,1319,-6390110237326501919
1297,1348,-5239825474912478348
1296,1348,-3587467150315647815
1295,1348,2710228136531574214
1294,1319,305777163295039733
1293,1319,6277067384091236401
1292,1319,-4511078128418746641
1440,1344,5462773133907926948
1439,1344,-4856119228016556423
1438,1344,2902025799775707210
1437,1344,1755506335854333731
1436,1344,-6250991502566360241
1435,1344,-5519062316588025700
1434,1344,-317741670214719840
1433,1344,-107006256651103316
1432,1344,-8078208635317287711
1431,1344,5606380834508297061
1430,1342,1228650315058417419
1429,1343,-5281024373608963522
1428,1342,8426470892326253920
1427,1343,2224755885251636267
1426,1343,3753096975119786554
1425,1342,-3615423957330537084
1424,1342,5537516637432735656
1423,1344,-6186097916510968223
1422,1344,424225412305473025
1421,1344,2363531770916580383
1420,1344,3083979670515822589
1419,1344,-3233155328536470164
1418,1344,-7501522297028833036
1417,1344,7435510591153743425
1416,1321,-1963292706644464269
1415,1342,-3463571010648069907
1414,1342,7072939242535269477
1413,1343,-3804067518370442131
1412,1342,1009182362845422930
1411,1342,-7324486358263435960
1410,1343,-6955862391209821250
1409,1342,-328664682800314808
1408,1342,1003457754493451105
1407,1343,-4591605094375259865
1406,1343,-4033540215111269983
1405,1343,9046899271390550322
1404,1343,-5181822937843237478
1403,1343,2352736585682425510
1402,1343,-6717754378948941226
1401,1343,4383802534569741306
1400,1343,2512353722066450519
1399,1321,6344139968428310833
1398,1321,5119032434764577443
1397,1343,-8617559436084147052
1396,1343,-5974102407874514472
1395,1343,-5118985889452506059
1394,1343,5912913748218090841
1393,1343,-2231845153339606057
1392,1343,-8597924361998742350
1391,1343,2456406471570159016
1390,1343,-9070234541122795035
1389,1343,-233443215493792143
1388,1343,-2010565093941548037
1387,1343,7889390985941182208
1386,1342,8788716382577840828
1385,1342,-1847128520363469632
1384,1342,-6037220526456087935
1383,1342,-1947802997950032482
1382,1342,2154719118255634543
1381,1342,1123756071809048133
1380,1342,-6244286838132552034
1379,456,-8193874166742532026
1378,456,-6559389956825589184
1377,1343,2595907333602347971
1376,1343,6224912483816396335
1375,1343,3874325620846808813
1374,1343,-8361708998234457513
1373,1342,-5644826758149874450
1372,1342,-8720719704313857680
1371,1342,-2172652508900720536
1370,1342,-7428029492998797204
1369,1342,-1228226154466875135
1368,1342,7616526857140165350
1367,1342,-347809128548549421
1366,1342,702581073989682986
1365,1342,2187791531364490390
1364,1342,6771860099800765374
1363,1342,-8002853761492309348
1362,1342,320708917549200638
1361,1342,-8196126158748216463
1360,1342,-6972122897163447126
1359,1342,-1213364656261066997
1358,1342,-4904184244623654933
1357,1342,-3387572599184197193
1356,1342,6753007460982693180
1355,1342,-3826987651592199672
1354,1342,-8704662516557279041
1353,1342,3474564567831866073
1352,1343,5906290264447543678
1351,1343,-6471648812159641801
1350,1343,6359375963897153008
1349,1343,8924173183331927472
1817,1343,-605087581269485203
1816,1343,-2071686430436715205
1815,1343,-1813516635993180965
1814,1343,-385162861721404259
1813,415,-2732369056320906041
1812,1348,8335514460510010817
1811,1342,7358709910668651227
1810,1342,-7296281506721560425
1809,1342,-6305819284910961009
1808,1342,-3453853306163334783
1807,1342,7749466125430619671
1806,1342,3092131906309983051
1805,1342,4148630342508903636
1804,1342,5756622548610593963
1803,1342,-610966792423318362
1802,1342,-3488930253048541705
1801,1342,1174779553959362295
1800,1342,-6250493925152852040
1799,1342,5275368116341662595
1798,1342,-4036066283415723233
1797,1342,2941650612886702301
1796,1342,308128241224905305
1795,1342,-219803892916162719
1794,1342,3864723154670373535
1793,1342,8656995957666645542
1792,1342,2475396804177292049
1791,1342,-3972334808319934068
1790,1343,8103889835572683067
1789,1343,-4819614390589455325
1788,1343,-1244546917336267526
1787,1343,8865746353620131379
1786,1343,2888264681744502590
1785,1343,7980894926807598321
1784,1342,4437396379504739288
1783,1342,6680239572824076039
1782,1342,-3656680232520028215
1781,1342,-764022040323974178
1780,1342,8848094608632951462
1779,1342,5838217855353128034
1778,1342,2339716707427544091
1777,1343,-3475370973889273207
1776,1343,7598533697815058916
1775,1342,6042900446371998010
1774,1343,4039949813525852849
1773,1343,-4846379775874471909
1772,1343,1320694009010432885
1771,1343,2738602746123297363
1770,1343,-7912223434658889160
1769,1343,6384970885297528341
1768,1321,7187582834990556871
1767,1321,2720165273069211695
1766,1321,-5451413154174249101
1765,1321,-6372424341148021426
1764,1320,7899256928405631309
1763,1321,1447439960869923331
1762,1321,1028659052245515839
1761,1342,3757490444967787326
1760,1342,927655702399956424
1759,1342,2078486107260523488
1758,1342,4548601947657385803
1757,415,7671515717894419542
1756,415,7134735045580829661
1755,417,-4565544792041807182
1754,1321,-9167210975391963754
1753,1321,8380614100300891009
1752,1343,-7177924636409282801
1751,1343,-1206626689944093302
1750,1343,-119509725770745755
1749,1343,-8667676161636482155
1748,1342,7247961109945119193
1747,1342,-1322527657166398375
1746,1342,-3668332310763517811
1745,1342,4177803037046776028
1744,1342,-8951687930394200718
1743,1342,6783817946131760215
1742,1342,3081245418966960891
1741,1342,-7624410407577690248
1740,1342,-3980059195381494549
1739,1342,586153541765535686
1738,1319,2609167084671711055
1737,1321,6517262941363572209
1736,1321,-7358235397928206862
1735,1321,-8419851739396574573
1734,1321,-4309876459930024819
1733,1342,5798618943401184760
1732,1321,1039042140868079839
1731,1342,354939778161572563
1730,1342,-5780814603613442429
1729,1342,-5961296771363843374
1728,1343,2751613814631556430
1727,1343,5980296454063430505
1726,1755,-3381535784483510363
1725,1756,-6872305415808919190
1724,1342,4741274900490910328
1723,1342,-6521700009172472879
1722,1342,-1394387060587593114
1721,1342,-1026542354514119595
1720,1342,318487147262017051
1719,1342,-7864430437301274727
1718,1344,-1871518096462121302
1717,1319,1623484882747498553
1716,1319,-1114850106275134394
1715,1319,6463036401075864786
1714,1319,-8793085500746124988
1713,1755,6210225566759069549
1712,1755,-2395843023421734820
1711,1755,-6653680068015251234
1710,1755,5572848142782527557
1709,1342,-5099804085996983972
1708,1342,-6412646265850255758
1707,1342,444311049972436935
1706,1342,-651176037153635942
1705,1342,1467438973590273238
1704,1342,7106257426890597094
1703,1342,-5151059571079325312
1702,1342,-2643362295583835299
1701,1319,-4064763708916874352
1700,1321,-5759356736988586294
1699,1320,-7218172226175859443
1698,1321,5182196069651599710
1697,1321,2311527063197447823
1696,1342,-7004873227095573977
1695,1342,4102787840502691250
1694,1342,-8366413485194817516
1693,1342,-1413001659330677959
1692,1342,9068357254361296244
1691,1342,5097545633122806476
1690,1757,8780179840402795833
1689,1756,2265732856309597281
1688,1757,4946933722440244679
1687,1756,-122299602196655265
1686,1756,2454663029737757118
1685,1756,7592055828232302666
1684,1756,8504582630267986008
1683,1755,-2327916815865331921
1682,1756,3033675789451275205
1681,1755,4478411140320426778
1680,1344,-8441640424650086437
1679,1344,-2605808545775115997
1678,1344,-163398588448649796
1677,1756,5059747588793043007
1676,1757,2436324863312880629
1675,1756,-3450701945160851150
1674,1756,-8667633571759839580
1673,1756,-1400040028392370346
1672,1756,-432355280423237475
1671,1756,-4077763255494678401
1670,1756,-4163166065231874426
1669,1756,4637427035147111586
1668,1756,-5781815851890657621
1667,1756,6365311235405624636
1666,1756,-8394571450186113982
1665,1756,8524205792237150398
1664,1756,-9015314594613120558
1663,1342,2403905431161898986
1662,1342,-2183478355959172488
1661,1342,7139418798564981147
1660,1342,-5331081184145890346
1659,1342,3188770059978107677
1658,1344,1202689557837640449
1657,1342,7296291487466525608
1656,1342,-6002564163157183631
1655,1342,-6517727078385100137
1654,1342,6653097346230129369
1653,1342,-2674880536899078659
1652,1342,1591730953231697459
1651,1342,4312661910656896803
1650,1342,-936389952387180573
1649,1342,-8986883389412771496
1648,1342,-49948668347333580
1647,1342,-7766865494723301170
1646,1342,4667447286071333388
1645,1342,4666461152202541630
1644,1342,9070024082331438789
1643,1342,-9040249087391388936
1642,1755,8196829240835985417
1641,1757,8045486144220203588
1640,1756,8031294667124898558
1639,1756,-4482821248039281593
1638,1756,3870941556690030198
1637,1756,-5119990012362313387
1636,1756,3867657081192218004
1635,1756,-2471536982012742770
1634,1756,4835996816588710128
1633,1756,6395624797473309890
1632,1756,4476180439084991859
1631,1756,-2658992936790723059
1630,1756,6823628073259379277
1629,1756,-7887012135159246906
1628,1756,-228538901800813699
1627,1813,-3963563722309171587
1626,1813,9188182156226087989
1625,1813,-5923675596533256340
1624,1813,6952493778695301532
1623,1813,-6478975772457557120
1622,1813,-4635027697663037005
1621,1813,-4428884145405377663
1620,1813,-2762105852055093986
1619,1813,6504365274265705017
1618,1813,7756907581619927781
1617,1813,-7620045666120336359
1616,1813,8073540325043171425
1615,1812,9076841370399200495
1614,1813,5420189569829423438
1613,1813,5442522504828772217
1612,1813,-8472115702923789497
1611,1813,818083341092715674
1610,1813,-5035578415824163930
1609,1812,-7410712434389789743
1608,1711,-2595427033584401246
1607,1711,-4566116819228402723
1606,1710,3119379711442974148
1605,1711,4808127118086549232
1604,1713,-3632264159562050396
1603,1713,7385188748374990560
1602,1713,-404301828417419914
1601,1711,-6528452878372915089
1600,1711,3201823195575620440
1599,1713,-4778348556035614660
1598,1711,5682526549451873850
1597,1711,-7017372599173166174
1596,1711,1993595193581847632
1595,1710,-8841615273313068728
1594,1344,-1809044789113214739
1593,1711,2017763542597656288
1592,1710,-2296166169617056483
2064,1710,-463361457359783865
2063,1711,2143085915673076827
2062,1713,-5238397066793709674
2061,1711,6395942247593036075
2060,1713,2656614260277152837
2059,1713,-1584562880491632370
2058,1711,6627515180341863580
2057,1710,-309557918081352691
2056,1710,4249184777123223869
2055,1710,539833799411912441
2054,1710,-5292023160373235875
2053,1710,-326534451617877250
2052,1710,2145585915957807732
2051,1710,6733138201491176575
2050,1710,-5423193434889295700
2049,1713,2465211894933858117
2048,1713,-9069431917294210452
2047,1713,-5000191009150413931
2046,1711,-6476415969096899184
2045,1711,5900769848089719264
2044,1711,4126696423428914426
2043,1711,-5304148925822304403
2042,1711,3764662590304391554
2041,1711,8708101756268858574
