item_stable_id,parent_stable_id,local_title_hash
2040,1710,6521117282845707399
2039,1711,-7672985080353010588
2038,1711,-6993839455735975934
2037,1710,-7756570640319274005
2036,1710,-5521745883201187346
2035,1710,3921303736896114307
2034,1710,5855177968667241918
2033,1710,-5954543884348866244
2032,1710,-6696554218068983309
2031,1710,-8469356933496733566
2030,1710,5630222291683097156
2029,1710,6851199035433268913
2028,1710,5697993918283745752
2027,1710,2587299720443654253
2026,1710,7028555333642694588
2025,1710,3398521478569058158
2024,1710,3552755970123640424
2023,1711,8293128649923536137
2022,1711,-7473217395182171211
2021,1711,-6076932155307866789
2020,1711,-3363221365503129980
2019,1710,-1571838159540578436
2018,1710,-2403407698327076334
2017,1710,-5160896910830238541
2016,1710,6767531954297324331
2015,1710,6720362569251984896
2014,1710,-6604692715900870858
2013,1710,-8228097098332053037
2012,1710,4181317936302763342
2011,1710,-884286356406276355
2010,1710,6482259469487187997
2009,1710,-145351603691191344
2008,1710,7381478037551269264
2007,1710,-7509277576869495068
2006,1710,-1735434309315470525
2005,1710,9075932044759865178
2004,1710,-7745726233760934972
2003,1710,-925490992810156121
2002,1710,-8127358020338608442
2001,1710,8011709400615079127
2000,1710,8782266755513404804
1999,1710,1481242072556756576
1998,1710,5452884100937932377
1997,1710,-4957784315680428088
1996,1710,4005944434170502357
1995,1710,-5976672414347562773
1994,1710,6608179278819084218
1993,1710,-4423763159055865047
1992,1710,6715278072611328426
1991,1710,5113479865883973641
1990,1710,7475912156330457651
1989,1710,-5853729835462265488
1988,1710,-1863104872915278888
1987,1710,-72878423568458187
1986,1343,-7350386426196203844
1985,1343,4577482199778194340
1984,1343,8879562697630165203
1983,1343,-1478225186133154779
1982,1343,-5398096106176888837
1981,1710,4924207854924060615
1980,1710,-2127706451008444458
1979,1710,-6412852895008122001
1978,1710,8635427304414896700
1977,1710,-3410870522133770121
1976,1710,-7336135853830620116
1975,1710,2589135466896675241
1974,1755,-6975586218017830023
1973,1710,-1021256333313681858
1972,1710,6321266271500300529
1971,1755,4915129833428294960
1970,1710,-5922618506150182134
1969,1710,-6883670825472933502
1968,1710,-4238988060648416324
1967,1710,2669508538657540848
1966,1710,-4390725904211644110
1965,1710,-4987615244459258227
1964,1710,2954468307193414183
1963,1710,5326369050978469910
1962,1710,-4949939948232003948
1961,1710,-8807408686522573655
1960,1710,8489053793015217269
1959,1710,-1010093938660793632
1958,1710,-7958352721371317095
1957,1710,-2776553225131894478
1956,1710,4349166301864770593
1955,1710,-6649024085069687956
1954,1710,8622203406330155327
1953,1710,-6412054078789500573
1952,1710,-7878297726626132370
1951,1710,-816916028079185049
1950,1710,-4537959629415459514
1949,1710,-3689594381117489164
1948,1710,1631981897089181419
1947,1971,3213029882744881983
1946,1971,-4908468127094338066
1945,1710,7066849651603089702
1944,1971,7083756643787484400
1943,1710,2491495733497000783
1942,1971,4793009924197621720
1941,1971,3085615986154507281
1940,1971,-9163035849063826519
1939,1342,-4857512662720103969
1938,1971,4604327649966286766
1937,1971,-4941506153982799957
1936,1971,-4346736904536805406
1935,1971,-8110141873623656108
1934,1342,1811422230249912858
1933,1971,-7087014780924530947
1932,1971,5941608086399123765
1931,1971,-1465993676198114696
1930,1971,855022728498652374
1929,1971,-3853203436151514248
1928,1971,5344038820671672899
1927,1971,-5896047336431801192
1926,1971,6267165930136765286
1925,1971,-8211691224074188275
1924,1974,6630203344875657542
1923,1971,-404653087943890122
1922,1971,228754532772771565
1921,1971,8318031027486338502
1920,1971,4487520297187279621
1919,1971,-764248006213853140
1918,1971,-8493331452670619161
2161,1974,1204474925324596672
2160,1974,2729980202336987933
2159,1974,-1446435352826494433
2158,1974,3850482277190519951
2157,1974,-457286067694324183
2156,1974,4686750679811671874
2155,1974,8048378326289265992
2154,1971,2783482215137528262
2153,1971,3259012708142829124
2152,1755,7134735045580829661
2151,1755,-3347204959265099281
2150,1755,-2395398216835091645
2149,1971,1593082823286893804
2148,1974,-1813987135859971158
2147,1971,6268068581221883425
2146,1971,5818301468229054057
2145,1974,-5512798095667375980
2144,1971,1452175309502050338
2143,2152,6184402564919435855
2142,2152,-1498490285727043371
2141,1974,-5183910102381980509
2140,2151,1437961621970100813
2139,2151,-5536991016039583875
2138,2151,4302830976636787610
2137,2151,5506674108481322694
2136,2151,4016857421916533398
2135,2152,-1302761625083246880
2134,2152,-5553817888481259961
2133,2151,-3901094468186947076
2132,2151,-4659106460824431381
2131,2150,-8455540039952834012
2130,2150,-4715607969950195868
2129,2152,-663332244267721934
2128,2152,183458139002366222
2127,2152,-146420917459359644
2126,2152,-8080490376893900115
2125,2152,-1863459044232858459
2124,2150,-2859859158289851492
2123,2150,-6836536961447046557
2122,2150,-7528049266915631832
2121,2151,4297718680433482131
2120,2151,-3920576496627625125
2119,2150,2398303218105488773
2118,2151,1214248198388693052
2117,2152,-8422950013346343258
2116,2152,4144143350829317214
2115,2152,3209914873386106798
2114,2152,-819332327753393559
2113,2151,-7840111700196752187
2112,2152,-1843184322262940552
2111,2152,6731866474659373079
2110,2152,-4742045699597975411
2109,2152,-1967538895313258863
2108,2152,3913073412727146451
2107,2152,-710457582558508544
2106,2152,-4240605787420504745
2105,2152,2962503872018674092
2104,2151,5296180163608104214
2103,2151,5694814417896100475
2102,2151,-1413979471721685529
2101,2151,842723664955405000
2100,2151,-3107446410836672038
2099,2152,2921685717882182033
2098,2152,8917234906043637360
2097,2152,3942541674227180290
2096,2152,-7293967831907191564
2095,2152,7255693194163326232
2094,2152,-1196080212406352293
2093,2152,1234182604582793596
2092,2152,-6145319568041744504
2091,2152,-6434506000563960743
2090,2152,-5087006664237657290
2089,2152,-5651811543759650650
2088,2152,8224227316455391041
2087,2152,3202909170143867709
2086,2152,7770583282924229199
2085,2152,-5511340843752553569
2084,2152,-2923283648119646785
2083,2152,-5985732579492023882
2082,2152,8346675958009718728
2081,2152,-4312992691112160767
2080,2152,4272253306644304982
2079,2152,7688886567600415824
2078,2152,2128912537187477382
2077,2152,-5607159781515040277
2076,2152,-1415536399256312917
2075,2152,4201678620630024462
2074,2152,5082621142846920843
2073,2152,-1538991285975561268
2072,2152,1044858206351345954
2071,2152,1903892444406131934
2070,2152,-7175012000080619410
2069,2152,1593609627580805814
2068,2152,5587758456047244460
2067,1710,6841104456016602538
2066,2152,4682238716083470009
2065,2152,4513548632995858813
2286,1710,5236298389098520107
2285,2090,-1805785954795187787
2284,1710,5760158079773821605
2283,2090,-7955988020894092760
2282,2090,4533439052934152920
2281,2090,-2543549208425297814
2280,2090,4231685045158822119
2279,2091,-4718012812666157427
2278,1710,-8821612186494908629
2277,1711,9055462837925656355
2276,1710,4102203806369408723
2275,1710,-4087271101216555271
2274,1710,-3451687527371623283
2273,1710,9215275660653659370
2272,1710,-908610171478295152
2271,417,-5552588731700134019
2270,2152,6567343206395021236
2269,2152,6805058196663047556
2268,2152,-8397355794489499774
2267,2152,1150651138781389511
2266,2152,-618089506070675078
2265,2152,8163623176709249513
215,101,1964072120296143686
2387,209,3142293572515165044
2488,208,-5669975921219646208
