item_stable_id,key,value,value_type
940,version-counter,1,2
939,local-title,SBECmd.exe,3
939,version-counter,1,2
938,local-title,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_24.map,3
938,version-counter,1,2
937,local-title,Microsoft-Windows-TerminalServices-Gateway-Operational_Microsoft-Windows-TerminalServices-Gateway_312.map,3
937,version-counter,1,2
936,local-title,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_21.map,3
936,version-counter,1,2
935,local-title,Microsoft-Windows-TerminalServices-Gateway-Operational_Microsoft-Windows-TerminalServices-Gateway_302.map,3
935,version-counter,1,2
934,local-title,Microsoft-Windows-TerminalServices-Gateway-Operational_Microsoft-Windows-TerminalServices-Gateway_313.map,3
934,version-counter,1,2
933,local-title,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_22.map,3
933,version-counter,1,2
932,local-title,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_23.map,3
932,version-counter,1,2
931,local-title,Microsoft-Windows-TaskScheduler-Operational_Microsoft-Windows-TaskScheduler_102.map,3
931,version-counter,1,2
930,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2.map,3
930,version-counter,1,2
929,local-title,Microsoft-Windows-WER-Diag-Operational_Microsoft-Windows-WER-Diag_4.map,3
929,version-counter,1,2
928,local-title,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_2.map,3
928,version-counter,1,2
927,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1001.map,3
927,version-counter,1,2
926,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1000.map,3
926,version-counter,1,2
925,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_50_Current.map,3
925,version-counter,1,2
924,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2_Legacy.map,3
924,version-counter,1,2
923,local-title,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map,3
923,version-counter,1,2
922,local-title,Microsoft-Windows-TaskScheduler-Operational_Microsoft-Windows-TaskScheduler_119.map,3
922,version-counter,1,2
921,local-title,Microsoft-Windows-TaskScheduler-Operational_Microsoft-Windows-TaskScheduler_200.map,3
921,version-counter,1,2
920,local-title,Microsoft-Windows-TaskScheduler-Operational_Microsoft-Windows-TaskScheduler_100.map,3
920,version-counter,1,2
919,local-title,Microsoft-Windows-TerminalServices-Gateway-Operational_Microsoft-Windows-TerminalServices-Gateway_300.map,3
919,version-counter,1,2
918,local-title,Microsoft-Windows-TerminalServices-Gateway-Operational_Microsoft-Windows-TerminalServices-Gateway_303.map,3
918,version-counter,1,2
917,local-title,Microsoft-Windows-Sysmon-Operational_Microsoft-Windows-Sysmon_9.map,3
917,version-counter,1,2
916,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1_Current.map,3
916,version-counter,1,2
915,local-title,Application_MsiInstaller_1040.map,3
915,version-counter,1,2
914,local-title,Application_MsiInstaller_1042.map,3
914,version-counter,1,2
913,local-title,Application_Microsoft-Windows-RestartManager_10002.map,3
913,version-counter,1,2
912,local-title,Application_MSSQLSERVER_15457.map,3
912,version-counter,1,2
911,local-title,Application_MsiInstaller_11707.map,3
911,version-counter,1,2
910,local-title,Application_Microsoft-Windows-Winsrv_10001.map,3
910,version-counter,1,2
909,local-title,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_25.map,3
909,version-counter,1,2
908,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1002.map,3
908,version-counter,1,2
907,local-title,Microsoft-Windows-GroupPolicy-Operational_Microsoft-Windows-GroupPolicy_4016.map,3
907,version-counter,1,2
906,local-title,Microsoft-Windows-Bits-Client-Operational_Microsoft-Windows-Bits-Client_3.map,3
906,version-counter,1,2
905,local-title,Microsoft-Windows-Bits-Client-Operational_Microsoft-Windows-Bits-Client_64.map,3
905,version-counter,1,2
904,local-title,Application_System-Restore_8194.map,3
904,version-counter,1,2
903,local-title,Application_System-Restore_8195.map,3
903,version-counter,1,2
902,local-title,Cisco-AnyConnect-Secure-Mobility-Client_acvpnagent_2048.map,3
902,version-counter,1,2
901,local-title,Cisco-AnyConnect-Secure-Mobility-Client_acvpnagent_2039.map,3
901,version-counter,1,2
900,local-title,Cisco-AnyConnect-Secure-Mobility-Client_acvpnagent_2079.map,3
900,version-counter,1,2
899,local-title,Cisco-AnyConnect-Secure-Mobility-Client_acvpnagent_2072.map,3
899,version-counter,1,2
898,local-title,Microsoft-Windows-StorageSpaces-Driver-Operational_Microsoft-Windows-StorageSpaces-Driver_207.map,3
898,version-counter,1,2
897,local-title,Microsoft-Windows-Sysmon-Operational_Microsoft-Windows-Sysmon_15.map,3
897,version-counter,1,2
896,local-title,Microsoft-Windows-Sysmon-Operational_Microsoft-Windows-Sysmon_19.map,3
896,version-counter,1,2
895,local-title,Microsoft-Windows-Sysmon-Operational_Microsoft-Windows-Sysmon_11.map,3
895,version-counter,1,2
894,local-title,Microsoft-Windows-Sysmon-Operational_Microsoft-Windows-Sysmon_16.map,3
894,version-counter,1,2
893,local-title,Microsoft-Windows-Sysmon-Operational_Microsoft-Windows-Sysmon_1.map,3
893,version-counter,1,2
892,local-title,Microsoft-Windows-Storage-ClassPnP-Operational_Microsoft-Windows-Storage-ClassPnP_507.map,3
892,version-counter,1,2
891,local-title,Microsoft-Windows-SmbClient-Connectivity_Microsoft-Windows-SMBClient_30807.map,3
891,version-counter,1,2
890,local-title,Microsoft-Windows-SMBServer-Operational_Microsoft-Windows-SMBServer_1017.map,3
890,version-counter,1,2
889,local-title,Microsoft-Windows-SMBServer-Security_Microsoft-Windows-SMBServer_551.map,3
889,version-counter,1,2
888,local-title,Microsoft-Windows-SMBServer-Operational_Microsoft-Windows-SMBServer_1020.map,3
888,version-counter,1,2
887,local-title,Microsoft-Windows-Storage-ClassPnP-Operational_Microsoft-Windows-StorDiag_507.map,3
887,version-counter,1,2
886,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1026.map,3
886,version-counter,1,2
885,local-title,Microsoft-Windows-TerminalServices-RemoteConnectionManager-Operational_Microsoft-Windows-TerminalServices-RemoteConnectionManager_1149.map,3
885,version-counter,1,2
884,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1103.map,3
884,version-counter,1,2
883,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1_Legacy.map,3
883,version-counter,1,2
882,local-title,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_41.map,3
882,version-counter,1,2
881,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1029.map,3
881,version-counter,1,2
880,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1027.map,3
880,version-counter,1,2
879,local-title,Microsoft-Windows-Hyper-V-VMMS-Admin_Microsoft-Windows-Hyper-V-Worker_13002.map,3
879,version-counter,1,2
878,local-title,Microsoft-Windows-Hyper-V-Worker-Admin_Microsoft-Windows-Hyper-V-Worker_18502.map,3
878,version-counter,1,2
877,local-title,Microsoft-Windows-Hyper-V-Worker-Admin_Microsoft-Windows-Hyper-V-Worker_18508.map,3
877,version-counter,1,2
876,local-title,Microsoft-Windows-Hyper-V-Worker-Admin_Microsoft-Windows-Hyper-V-Worker_18514.map,3
876,version-counter,1,2
875,local-title,Microsoft-Windows-Hyper-V-Worker-Admin_Microsoft-Windows-Hyper-V-Worker_18500.map,3
875,version-counter,1,2
874,local-title,Microsoft-Windows-GroupPolicy-Operational_Microsoft-Windows-GroupPolicy_4017.map,3
874,version-counter,1,2
873,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1024.map,3
873,version-counter,1,2
872,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1102.map,3
872,version-counter,1,2
871,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1105.map,3
871,version-counter,1,2
870,local-title,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_40.map,3
870,version-counter,1,2
869,local-title,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1025.map,3
869,version-counter,1,2
868,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_51_Current.map,3
868,version-counter,1,2
867,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1.map,3
867,version-counter,1,2
866,local-title,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_4.map,3
866,version-counter,1,2
865,local-title,Microsoft-Windows-TZUtil-Operational_Microsoft-Windows-TZUtil_20001.map,3
865,version-counter,1,2
864,local-title,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2_Current.map,3
864,version-counter,1,2
863,local-title,Microsoft-Windows-UniversalTelemetryClient-Operational_Microsoft-Windows-UniversalTelemetryClient_55.map,3
863,version-counter,1,2
862,local-title,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_67.map,3
862,version-counter,1,2
861,local-title,Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map,3
861,version-counter,1,2
860,local-title,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map,3
860,version-counter,1,2
859,local-title,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map,3
859,version-counter,1,2
858,local-title,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5860.map,3
858,version-counter,1,2
857,local-title,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map,3
857,version-counter,1,2
856,local-title,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map,3
856,version-counter,1,2
855,local-title,Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map,3
855,version-counter,1,2
854,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1003.map,3
854,version-counter,1,2
853,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1005.map,3
853,version-counter,1,2
852,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map,3
852,version-counter,1,2
851,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1006.map,3
851,version-counter,1,2
850,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1004.map,3
850,version-counter,1,2
849,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map,3
849,version-counter,1,2
848,local-title,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map,3
848,version-counter,1,2
847,local-title,Security_Microsoft-Windows-Security-Auditing_4718.map,3
847,version-counter,1,2
846,local-title,System_Application-Popup_26.map,3
846,version-counter,1,2
845,local-title,SentinelOne-Operational_31.map,3
845,version-counter,1,2
844,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_12.map,3
844,version-counter,1,2
843,local-title,Security_Microsoft-Windows-Security-Auditing_4782.map,3
843,version-counter,1,2
842,local-title,Security_Microsoft-Windows-Security-Auditing_4634.map,3
842,version-counter,1,2
841,local-title,Microsoft-Windows-WPD-MTPClassDriver-Operational_Microsoft-Windows-WPD-MTPClassDriver_1005.map,3
841,version-counter,1,2
840,local-title,Security_Microsoft-Windows-Eventlog_1100.map,3
840,version-counter,1,2
839,local-title,Security_Microsoft-Windows-Security-Auditing_4608.map,3
839,version-counter,1,2
838,local-title,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5861.map,3
838,version-counter,1,2
837,local-title,OAlerts_Microsoft-Office-14-Alerts_300.map,3
837,version-counter,1,2
836,local-title,Security_Microsoft-Windows-Security-Auditing_4719.map,3
836,version-counter,1,2
835,local-title,Security_Microsoft-Windows-Security-Auditing_4713.map,3
835,version-counter,1,2
834,local-title,Application_CarbonBlackDefense_33.map,3
834,version-counter,1,2
833,local-title,OAlerts_Microsoft-Office-15-Alerts_300.map,3
833,version-counter,1,2
832,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_80.map,3
832,version-counter,1,2
831,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_34056.map,3
831,version-counter,1,2
830,local-title,System_LsaSrv_40960.map,3
830,version-counter,1,2
829,local-title,System_EventLog_6008.map,3
829,version-counter,1,2
828,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_34054.map,3
828,version-counter,1,2
827,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_69.map,3
827,version-counter,1,2
826,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_23.map,3
826,version-counter,1,2
825,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_2.map,3
825,version-counter,1,2
824,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_201.map,3
824,version-counter,1,2
823,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_129.map,3
823,version-counter,1,2
822,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_200.map,3
822,version-counter,1,2
821,local-title,Splashtop-Splashtop Streamer-Remote Session-Operational_Splashtop-Splashtop Streamer-Remote Session_1110.map,3
821,version-counter,1,2
820,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_100.map,3
820,version-counter,1,2
819,local-title,Splashtop-Splashtop Streamer-Remote Session-Operational_Splashtop-Splashtop Streamer-Remote Session_1111.map,3
819,version-counter,1,2
818,local-title,Security_Microsoft-Windows-Security-Auditing_5379.map,3
818,version-counter,1,2
817,local-title,SentinelOne-Operational_26.map,3
817,version-counter,1,2
816,local-title,Security_Microsoft-Windows-Security-Auditing_5159.map,3
816,version-counter,1,2
815,local-title,Security_Microsoft-Windows-Security-Auditing_5156.map,3
815,version-counter,1,2
814,local-title,Security_Microsoft-Windows-Security-Auditing_5157.map,3
814,version-counter,1,2
813,local-title,Security_Microsoft-Windows-Security-Auditing_5154.map,3
813,version-counter,1,2
812,local-title,Security_Microsoft-Windows-Security-Auditing_5158.map,3
812,version-counter,1,2
1291,local-title,Security_Microsoft-Windows-Security-Auditing_4611.map,3
1291,version-counter,1,2
1290,local-title,Security_Microsoft-Windows-Eventlog_1102.map,3
1290,version-counter,1,2
1289,local-title,OAlerts_Microsoft-Office-16-Alerts_300.map,3
1289,version-counter,1,2
1288,local-title,Security_Microsoft-Windows-Security-Auditing_4624.map,3
1288,version-counter,1,2
1287,local-title,Security_Microsoft-Windows-Security-Auditing_4616.map,3
1287,version-counter,1,2
1286,local-title,OpenSSH-Operational_OpenSSH_4.map,3
1286,version-counter,1,2
1285,local-title,Security_Microsoft-Windows-Security-Auditing_4625.map,3
1285,version-counter,1,2
1284,local-title,Security_Microsoft-Windows-Security-Auditing_4793.map,3
1284,version-counter,1,2
1283,local-title,Security_Microsoft-Windows-Security-Auditing_4769.map,3
1283,version-counter,1,2
1282,local-title,Security_Microsoft-Windows-Security-Auditing_4775.map,3
1282,version-counter,1,2
1281,local-title,Security_Microsoft-Windows-Security-Auditing_4773.map,3
1281,version-counter,1,2
1280,local-title,Security_Microsoft-Windows-Security-Auditing_4776.map,3
1280,version-counter,1,2
1279,local-title,Security_Microsoft-Windows-Security-Auditing_4779.map,3
1279,version-counter,1,2
1278,local-title,Security_Microsoft-Windows-Security-Auditing_4771.map,3
1278,version-counter,1,2
1277,local-title,System_EventLog_6005.map,3
1277,version-counter,1,2
1276,local-title,Security_Microsoft-Windows-Security-Auditing_4716.map,3
1276,version-counter,1,2
1275,local-title,Security_Microsoft-Windows-Security-Auditing_4720.map,3
1275,version-counter,1,2
1274,local-title,Security_Microsoft-Windows-Security-Auditing_4704.map,3
1274,version-counter,1,2
1273,local-title,Security_Microsoft-Windows-Security-Auditing_4700.map,3
1273,version-counter,1,2
1272,local-title,Security_Microsoft-Windows-Security-Auditing_4717.map,3
1272,version-counter,1,2
1271,local-title,Security_Microsoft-Windows-Security-Auditing_4707.map,3
1271,version-counter,1,2
1270,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_202.map,3
1270,version-counter,1,2
1269,local-title,Splashtop-Splashtop Streamer-Remote Session-Operational_Splashtop-Splashtop Streamer-Remote Session_1000.map,3
1269,version-counter,1,2
1268,local-title,Security_Microsoft-Windows-Security-Auditing_4656.map,3
1268,version-counter,1,2
1267,local-title,Security_Microsoft-Windows-Security-Auditing_4777.map,3
1267,version-counter,1,2
1266,local-title,System_Microsoft-Windows-Kernel-General_1.map,3
1266,version-counter,1,2
1265,local-title,System_TermDD_56.map,3
1265,version-counter,1,2
1264,local-title,RECmd,3
1264,version-counter,1,2
1263,local-title,SQLECmd,3
1263,version-counter,1,2
1262,local-title,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map,3
1262,version-counter,1,2
1261,local-title,Security_Microsoft-Windows-Security-Auditing_4663.map,3
1261,version-counter,1,2
1260,local-title,Security_Microsoft-Windows-Security-Auditing_4740.map,3
1260,version-counter,1,2
1259,local-title,Security_Microsoft-Windows-Security-Auditing_5142.map,3
1259,version-counter,1,2
1258,local-title,System_EventLog_6006.map,3
1258,version-counter,1,2
1257,local-title,System_Microsoft-GroupPolicy_1129.map,3
1257,version-counter,1,2
1256,local-title,System_Microsoft-Windows-Audit-CVE_2.map,3
1256,version-counter,1,2
1255,local-title,System_EventLog_6013.map,3
1255,version-counter,1,2
1254,local-title,System_LsaSrv_45057.map,3
1254,version-counter,1,2
1253,local-title,System_Microsoft-Antimalware_1116.map,3
1253,version-counter,1,2
1252,local-title,Microsoft-Windows-AppLocker-EXE-and-DLL_Microsoft-Windows-AppLocker_8004.map,3
1252,version-counter,1,2
1251,local-title,Microsoft-Windows-Bits-Client-Operational_Microsoft-Windows-Bits-Client_61.map,3
1251,version-counter,1,2
1250,local-title,Microsoft-Windows-DeviceSetupManager-Admin_Microsoft-Windows-DeviceSetupManager_100.map,3
1250,version-counter,1,2
1249,local-title,Microsoft-Windows-AppLocker-MSI-and-Script_Microsoft-Windows-AppLocker_8007.map,3
1249,version-counter,1,2
1248,local-title,Splashtop-Splashtop Streamer-Remote Session-Operational_Splashtop-Splashtop Streamer-Remote Session_1100.map,3
1248,version-counter,1,2
1247,local-title,SentinelOne-Operational_32.map,3
1247,version-counter,1,2
1246,local-title,Splashtop-Splashtop Streamer-Remote Session-Operational_Splashtop-Splashtop Streamer-Remote Session_1001.map,3
1246,version-counter,1,2
1245,local-title,SentinelOne-Operational_81.map,3
1245,version-counter,1,2
1244,local-title,SentinelOne-Operational_91.map,3
1244,version-counter,1,2
1243,local-title,Splashtop-Splashtop Streamer-Remote Session-Operational_Splashtop-Splashtop Streamer-Remote Session_1101.map,3
1243,version-counter,1,2
1242,local-title,Security_Microsoft-Windows-Security-Auditing_4661.map,3
1242,version-counter,1,2
1241,local-title,Security_Microsoft-Windows-Security-Auditing_4648.map,3
1241,version-counter,1,2
1240,local-title,Security_Microsoft-Windows-Security-Auditing_4674.map,3
1240,version-counter,1,2
1239,local-title,Security_Microsoft-Windows-Security-Auditing_4658.map,3
1239,version-counter,1,2
1238,local-title,Security_Microsoft-Windows-Security-Auditing_4657.map,3
1238,version-counter,1,2
1237,local-title,Security_Microsoft-Windows-Security-Auditing_4647.map,3
1237,version-counter,1,2
1236,local-title,Varonis_VrnsCifsQueue_5214.map,3
1236,version-counter,1,2
1235,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_101.map,3
1235,version-counter,1,2
1234,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_51.map,3
1234,version-counter,1,2
1233,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_3.map,3
1233,version-counter,1,2
1232,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_7.map,3
1232,version-counter,1,2
1231,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_21.map,3
1231,version-counter,1,2
1230,local-title,Symantec-Endpoint-Protection-Client_Symantec-Endpoint-Protection-Client_24.map,3
1230,version-counter,1,2
1229,local-title,Security_Microsoft-Windows-Security-Auditing_4726.map,3
1229,version-counter,1,2
1228,local-title,Security_Microsoft-Windows-Security-Auditing_4734.map,3
1228,version-counter,1,2
1227,local-title,Security_Microsoft-Windows-Security-Auditing_4725.map,3
1227,version-counter,1,2
1226,local-title,Security_Microsoft-Windows-Security-Auditing_4732.map,3
1226,version-counter,1,2
1225,local-title,Security_Microsoft-Windows-Security-Auditing_4798.map,3
1225,version-counter,1,2
1224,local-title,Security_Microsoft-Windows-Security-Auditing_4797.map,3
1224,version-counter,1,2
1223,local-title,Security_Microsoft-Windows-Security-Auditing_4799.map,3
1223,version-counter,1,2
1222,local-title,Security_Microsoft-Windows-Security-Auditing_4778.map,3
1222,version-counter,1,2
1221,local-title,Security_Microsoft-Windows-Security-Auditing_4781.map,3
1221,version-counter,1,2
1220,local-title,Security_Microsoft-Windows-Security-Auditing_4800.map,3
1220,version-counter,1,2
1219,local-title,System_Microsoft-Windows-GroupPolicy_1500.map,3
1219,version-counter,1,2
1218,local-title,System_Microsoft-Windows-Eventlog_104.map,3
1218,version-counter,1,2
1217,local-title,System_Microsoft-Windows-DistributedCOM_10028.map,3
1217,version-counter,1,2
1216,local-title,System_Microsoft-Windows-DriverFrameworks-UserMode_10000.map,3
1216,version-counter,1,2
1215,local-title,System_Microsoft-Windows-Kernel-General_12.map,3
1215,version-counter,1,2
1214,local-title,System_Microsoft-Windows-GroupPolicy_1501.map,3
1214,version-counter,1,2
1213,local-title,System_Microsoft-Windows-GroupPolicy_1130.map,3
1213,version-counter,1,2
1212,local-title,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map,3
1212,version-counter,1,2
1211,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map,3
1211,version-counter,1,2
1210,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map,3
1210,version-counter,1,2
1209,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map,3
1209,version-counter,1,2
1208,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1008.map,3
1208,version-counter,1,2
1207,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map,3
1207,version-counter,1,2
1206,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map,3
1206,version-counter,1,2
1205,local-title,System_Microsoft-Windows-Time-Service_35.map,3
1205,version-counter,1,2
1204,local-title,System_User32_1074.map,3
1204,version-counter,1,2
1203,local-title,Varonis_VrnsCifsQueueReport_5118.map,3
1203,version-counter,1,2
1202,local-title,System_Service-Control-Manager_7036.map,3
1202,version-counter,1,2
1201,local-title,System_Microsoft-Windows-UserPnp_20001.map,3
1201,version-counter,1,2
1200,local-title,Varonis_VrnsCifsQueueReport_5120.map,3
1200,version-counter,1,2
1199,local-title,System_Microsoft-Windows-Kernel-General_13.map,3
1199,version-counter,1,2
1198,local-title,Security_Microsoft-Windows-Security-Auditing_4802.map,3
1198,version-counter,1,2
1197,local-title,Security_Microsoft-Windows-Security-Auditing_5138.map,3
1197,version-counter,1,2
1196,local-title,Security_Microsoft-Windows-Security-Auditing_5139.map,3
1196,version-counter,1,2
1195,local-title,Security_Microsoft-Windows-Security-Auditing_4803.map,3
1195,version-counter,1,2
1194,local-title,Security_Microsoft-Windows-Security-Auditing_4801.map,3
1194,version-counter,1,2
1193,local-title,Security_Microsoft-Windows-Security-Auditing_5136.map,3
1193,version-counter,1,2
1192,local-title,Security_Microsoft-Windows-Security-Auditing_5137.map,3
1192,version-counter,1,2
1191,local-title,Security_Microsoft-Windows-Security-Auditing_4738.map,3
1191,version-counter,1,2
1190,local-title,Security_Microsoft-Windows-Security-Auditing_4742.map,3
1190,version-counter,1,2
1189,local-title,Security_Microsoft-Windows-Security-Auditing_4741.map,3
1189,version-counter,1,2
1188,local-title,Security_Microsoft-Windows-Security-Auditing_4724.map,3
1188,version-counter,1,2
1187,local-title,Security_Microsoft-Windows-Security-Auditing_4731.map,3
1187,version-counter,1,2
1186,local-title,Security_Microsoft-Windows-Security-Auditing_4728.map,3
1186,version-counter,1,2
1185,local-title,Security_Microsoft-Windows-Security-Auditing_4733.map,3
1185,version-counter,1,2
1184,local-title,Security_Microsoft-Windows-Security-Auditing_4662.map,3
1184,version-counter,1,2
1183,local-title,Security_Microsoft-Windows-Security-Auditing_4688.map,3
1183,version-counter,1,2
1182,local-title,Security_Microsoft-Windows-Security-Auditing_4689.map,3
1182,version-counter,1,2
1181,local-title,Security_Microsoft-Windows-Security-Auditing_4698.map,3
1181,version-counter,1,2
1180,local-title,Security_Microsoft-Windows-Security-Auditing_4673.map,3
1180,version-counter,1,2
1179,local-title,Security_Microsoft-Windows-Security-Auditing_4672.map,3
1179,version-counter,1,2
1178,local-title,Security_Microsoft-Windows-Security-Auditing_4696.map,3
1178,version-counter,1,2
1177,local-title,Security_Microsoft-Windows-Security-Auditing_4743.map,3
1177,version-counter,1,2
1176,local-title,Security_Microsoft-Windows-Security-Auditing_5145.map,3
1176,version-counter,1,2
1175,local-title,System_Service-Control-Manager_7035.map,3
1175,version-counter,1,2
1174,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map,3
1174,version-counter,1,2
1173,local-title,System_Microsoft-Windows-Kernel-Power_42.map,3
1173,version-counter,1,2
1172,local-title,Security_Microsoft-Windows-Security-Auditing_4764.map,3
1172,version-counter,1,2
1171,local-title,Security_Microsoft-Windows-Security-Auditing_4768.map,3
1171,version-counter,1,2
1170,local-title,Security_Microsoft-Windows-Security-Auditing_4735.map,3
1170,version-counter,1,2
1169,local-title,Security_Microsoft-Windows-Security-Auditing_4770.map,3
1169,version-counter,1,2
1168,local-title,Security_Microsoft-Windows-Security-Auditing_4699.map,3
1168,version-counter,1,2
1167,local-title,Varonis_VrnsMon_5434.map,3
1167,version-counter,1,2
1166,local-title,Varonis_VrnsCifsQueue_5220.map,3
1166,version-counter,1,2
1165,local-title,Varonis_VrnsCifsQueue_5213.map,3
1165,version-counter,1,2
1164,local-title,Varonis_VrnsSvcFW_900.map,3
1164,version-counter,1,2
1163,local-title,Varonis_VrnsCifsQueue_5172.map,3
