item_stable_id,key,value,value_type
1163,version-counter,1,2
1162,local-title,Windows-PowerShell_PowerShell_400.map,3
1162,version-counter,1,2
1161,local-title,Varonis_VrnsCifsQueue_5176.map,3
1161,version-counter,1,2
1160,local-title,Security_Microsoft-Windows-Security-Auditing_4774.map,3
1160,version-counter,1,2
1159,local-title,Security_Microsoft-Windows-Security-Auditing_4772.map,3
1159,version-counter,1,2
1158,local-title,Compound,3
1158,version-counter,1,2
1157,local-title,Security_Microsoft-Windows-Security-Auditing_5152.map,3
1157,version-counter,1,2
1156,local-title,Security_Microsoft-Windows-Security-Auditing_6416.map,3
1156,version-counter,1,2
1155,local-title,Security_Microsoft-Windows-Security-Auditing_5143.map,3
1155,version-counter,1,2
1154,local-title,Security_Microsoft-Windows-Security-Auditing_5144.map,3
1154,version-counter,1,2
1153,local-title,Security_Microsoft-Windows-Security-Auditing_5140.map,3
1153,version-counter,1,2
1152,local-title,Security_Microsoft-Windows-Security-Auditing_5141.map,3
1152,version-counter,1,2
1151,local-title,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map,3
1151,version-counter,1,2
1150,local-title,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map,3
1150,version-counter,1,2
1149,local-title,Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map,3
1149,version-counter,1,2
1148,local-title,Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map,3
1148,version-counter,1,2
1147,local-title,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map,3
1147,version-counter,1,2
1146,local-title,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map,3
1146,version-counter,1,2
1145,local-title,Windows-PowerShell_PowerShell_800.map,3
1145,version-counter,1,2
1144,local-title,System_Service-Control-Manager_7045.map,3
1144,version-counter,1,2
1143,local-title,System_Service-Control-Manager_7034.map,3
1143,version-counter,1,2
1142,local-title,Varonis_VrnsCifsQueue_5140.map,3
1142,version-counter,1,2
1141,local-title,Varonis_VrnsCifsQueue_5129.map,3
1141,version-counter,1,2
1140,local-title,Varonis_VrnsCifsQueue_5138.map,3
1140,version-counter,1,2
1139,local-title,System_Service-Control-Manager_7040.map,3
1139,version-counter,1,2
1138,local-title,System_Microsoft-Windows-Power-Troubleshooter_1.map,3
1138,version-counter,1,2
1137,local-title,System_Service-Control-Manager_7031.map,3
1137,version-counter,1,2
1136,local-title,System_Microsoft-Windows-Winlogon_7002.map,3
1136,version-counter,1,2
1135,local-title,System_Microsoft-Windows-Time-Service_37.map,3
1135,version-counter,1,2
1134,local-title,System_Microsoft-Windows-UserPnp_20003.map,3
1134,version-counter,1,2
1133,local-title,System_Microsoft-Windows-Winlogon_7001.map,3
1133,version-counter,1,2
1132,local-title,Windows-PowerShell_PowerShell_403.map,3
1132,version-counter,1,2
1131,local-title,Windows-PowerShell_PowerShell_600.map,3
1131,version-counter,1,2
1130,local-title,Security_Microsoft-Windows-Security-Auditing_4705.map,3
1130,version-counter,1,2
1129,local-title,Security_Microsoft-Windows-Security-Auditing_4697.map,3
1129,version-counter,1,2
1128,local-title,Security_Microsoft-Windows-Security-Auditing_4702.map,3
1128,version-counter,1,2
1127,local-title,Security_Microsoft-Windows-Security-Auditing_4703.map,3
1127,version-counter,1,2
1126,local-title,Security_Microsoft-Windows-Security-Auditing_4706.map,3
1126,version-counter,1,2
1125,local-title,Security_Microsoft-Windows-Security-Auditing_4701.map,3
1125,version-counter,1,2
1124,local-title,Microsoft-Windows-TaskScheduler-Operational_Microsoft-Windows-TaskScheduler_106.map,3
1124,version-counter,1,2
1123,local-title,Microsoft-Windows-Ntfs-Operational_Microsoft-Windows-Ntfs_142.map,3
1123,version-counter,1,2
1122,local-title,Microsoft-Windows-NetworkProfile-Operational_Microsoft-Windows-NetworkProfile_10001.map,3
1122,version-counter,1,2
1121,local-title,Microsoft-Windows-Kernel-PnP-Configuration_Microsoft-Windows-Kernel-PnP_430.map,3
1121,version-counter,1,2
1120,local-title,Microsoft-Windows-NetworkProfile-Operational_Microsoft-Windows-NetworkProfile_10000.map,3
1120,version-counter,1,2
1119,local-title,Microsoft-Windows-Kernel-PnP-Configuration_Microsoft-Windows-Kernel-PnP_410.map,3
1119,version-counter,1,2
1118,local-title,Microsoft-Windows-Kernel-PnP-Configuration_Microsoft-Windows-Kernel-PnP_400.map,3
1118,version-counter,1,2
1117,local-title,Microsoft-Windows-PowerShell-Operational_Microsoft-Windows-PowerShell_4100.map,3
1117,version-counter,1,2
1116,local-title,KapeResearch_Registry_JSON.mkape,3
1116,version-counter,1,2
1115,local-title,LogParser.mkape,3
1115,version-counter,1,2
1114,local-title,Microsoft-Windows-GroupPolicy-Operational_Microsoft-Windows-GroupPolicy_4005.map,3
1114,version-counter,1,2
1348,local-title,EZTools,3
1348,version-counter,1,2
1347,local-title,!!ToolSync.mkape,3
1347,version-counter,1,2
1346,local-title,LiveResponse_ProcessDetails.mkape,3
1346,version-counter,1,2
1345,local-title,Reghunter.mkape,3
1345,version-counter,1,2
1344,local-title,BatchExamples,3
1344,version-counter,1,2
1343,local-title,Plugins,3
1343,version-counter,1,2
1342,local-title,Maps,3
1342,version-counter,1,2
1341,local-title,MFTECmd.mkape,3
1341,version-counter,1,2
1340,local-title,LiveResponse_NetworkDetails.mkape,3
1340,version-counter,1,2
1339,local-title,RegRipper.mkape,3
1339,version-counter,1,2
1338,local-title,LiveResponse_NetSystemInfo.mkape,3
1338,version-counter,1,2
1337,local-title,RECmd_AllBatchFiles.mkape,3
1337,version-counter,1,2
1336,local-title,SOFELK_Parser.mkape,3
1336,version-counter,1,2
1335,local-title,NTFSLogTracker.mkape,3
1335,version-counter,1,2
1334,local-title,bstrings.mkape,3
1334,version-counter,1,2
1333,local-title,bstrings_CryptoWallets.mkape,3
1333,version-counter,1,2
1332,local-title,Hayabusa.mkape,3
1332,version-counter,1,2
1331,local-title,!EZParser.mkape,3
1331,version-counter,1,2
1330,local-title,Microsoft-Windows-Shell-Core-Operational_Microsoft-Windows-Shell-Core_9712.map,3
1330,version-counter,1,2
1329,local-title,Microsoft-Windows-Shell-Core-Operational_Microsoft-Windows-Shell-Core_9705.map,3
1329,version-counter,1,2
1328,local-title,Microsoft-Windows-Shell-Core-Operational_Microsoft-Windows-Shell-Core_9702.map,3
1328,version-counter,1,2
1327,local-title,Microsoft-Windows-Shell-Core-Operational_Microsoft-Windows-Shell-Core_9710.map,3
1327,version-counter,1,2
1326,local-title,Microsoft-Windows-Shell-Core-Operational_Microsoft-Windows-Shell-Core_9706.map,3
1326,version-counter,1,2
1325,local-title,Microsoft-Windows-SmbClient-Security_Microsoft-Windows-SMBClient_31001.map,3
1325,version-counter,1,2
1324,local-title,Microsoft-Windows-SmbClient-Connectivity_Microsoft-Windows-SMBClient_30806.map,3
1324,version-counter,1,2
1323,local-title,RECmd.exe,3
1323,version-counter,1,2
1322,local-title,MFTECmd,3
1322,version-counter,1,2
1321,local-title,bstrings,3
1321,version-counter,1,2
1320,local-title,EvtxECmd,3
1320,version-counter,1,2
1319,local-title,RECmd,3
1319,version-counter,1,2
1318,local-title,RBCmd.mkape,3
1318,version-counter,1,2
1317,local-title,MFTECmd_$SDS.mkape,3
1317,version-counter,1,2
1316,local-title,JLECmd.mkape,3
1316,version-counter,1,2
1315,local-title,PECmd.mkape,3
1315,version-counter,1,2
1314,local-title,SBECmd.mkape,3
1314,version-counter,1,2
1313,local-title,AmcacheParser.mkape,3
1313,version-counter,1,2
1312,local-title,iisGeoLocate.mkape,3
1312,version-counter,1,2
1311,local-title,LECmd.mkape,3
1311,version-counter,1,2
1310,local-title,AppCompatCacheParser.mkape,3
1310,version-counter,1,2
1309,local-title,RECmd_RegistryASEPs.mkape,3
1309,version-counter,1,2
1308,local-title,SQLECmd.exe,3
1308,version-counter,1,2
1307,local-title,SrumECmd.mkape,3
1307,version-counter,1,2
1306,local-title,MFTECmd_$MFT_DumpResidentFiles.mkape,3
1306,version-counter,1,2
1305,local-title,MFTECmd_$MFT_FileListing.mkape,3
1305,version-counter,1,2
1304,local-title,MFTECmd_$MFT.mkape,3
1304,version-counter,1,2
1303,local-title,MFTECmd_$Boot.mkape,3
1303,version-counter,1,2
1302,local-title,MFTECmd_$J.mkape,3
1302,version-counter,1,2
1301,local-title,MFTECmd_$MFT_ProcessMFTSlack.mkape,3
1301,version-counter,1,2
1300,local-title,RECmd_BCDBootVolume.mkape,3
1300,version-counter,1,2
1299,local-title,RECmd_BasicSystemInfo.mkape,3
1299,version-counter,1,2
1298,local-title,RECmd_Kroll.mkape,3
1298,version-counter,1,2
1297,local-title,SumECmd.mkape,3
1297,version-counter,1,2
1296,local-title,RecentFileCacheParser.mkape,3
1296,version-counter,1,2
1295,local-title,WxTCmd.mkape,3
1295,version-counter,1,2
1294,local-title,RECmd_SystemASEPs.mkape,3
1294,version-counter,1,2
1293,local-title,RECmd_AllRegExecutablesFoundOrRun.mkape,3
1293,version-counter,1,2
1292,local-title,RECmd_InstalledSoftware.mkape,3
1292,version-counter,1,2
1440,local-title,BatchExample.reb,3
1440,version-counter,1,2
1439,local-title,BinaryIncludeDemo.reb,3
1439,version-counter,1,2
1438,local-title,!RECmdBatch.guide,3
1438,version-counter,1,2
1437,local-title,!RECmdBatch.template,3
1437,version-counter,1,2
1436,local-title,InstalledSoftware.reb,3
1436,version-counter,1,2
1435,local-title,AllRegExecutablesFoundOrRun.reb,3
1435,version-counter,1,2
1434,local-title,BCDBootVolume.reb,3
1434,version-counter,1,2
1432,local-title,BatchExampleWildCard.reb,3
1432,version-counter,1,2
1431,local-title,RegistryASEPs.reb,3
1431,version-counter,1,2
1430,local-title,Windows_ChromiumBrowser_MaskedCreditCards.smap,3
1430,version-counter,1,2
1429,local-title,RegistryPlugin.IconLayouts.dll,3
1429,version-counter,1,2
1428,local-title,HealthDb_iOS.smap,3
1428,version-counter,1,2
1427,local-title,RegistryPlugin.Services.dll,3
1427,version-counter,1,2
1426,local-title,RegistryPlugin.AppCompatFlags2.dll,3
1426,version-counter,1,2
1425,local-title,Windows_Firefox_Cookies.smap,3
1425,version-counter,1,2
1424,local-title,iOS_Calls.smap,3
1424,version-counter,1,2
1423,local-title,UserClassesASEPs.reb,3
1423,version-counter,1,2
1422,local-title,SystemASEPs.reb,3
1422,version-counter,1,2
1421,local-title,SoftwareWoW6432ASEPs.reb,3
1421,version-counter,1,2
1420,local-title,SoftwareClassesASEPs.reb,3
1420,version-counter,1,2
1419,local-title,SoftwareASEPs.reb,3
1419,version-counter,1,2
1418,local-title,RECmd_Batch_MC.reb,3
1418,version-counter,1,2
1417,local-title,UserActivity.reb,3
1417,version-counter,1,2
1416,local-title,bstrings_MoneroWallet.mkape,3
1416,version-counter,1,2
1415,local-title,Windows_Chrome_Favicons.smap,3
1415,version-counter,1,2
1414,local-title,DataUsage_iOS.smap,3
1414,version-counter,1,2
1413,local-title,RegistryPlugin.VolumeInfoCache.dll,3
1413,version-counter,1,2
1412,local-title,Windows_TeraCopy_MainDB.smap,3
1412,version-counter,1,2
1411,local-title,Windows_Dropbox_NonLocalResources.smap,3
1411,version-counter,1,2
1410,local-title,RegistryPlugin.7-ZipHistory.dll,3
1410,version-counter,1,2
1409,local-title,Localappstate_Android.smap,3
1409,version-counter,1,2
1408,local-title,Windows_Dropbox_StarredItems.smap,3
1408,version-counter,1,2
1407,local-title,RegistryPlugin.RecentApps.dll,3
1407,version-counter,1,2
1406,local-title,RegistryPlugin.RecentDocs.dll,3
1406,version-counter,1,2
1405,local-title,RegistryPlugin.SCSI.dll,3
1405,version-counter,1,2
1404,local-title,RegistryPlugin.SAM.dll,3
1404,version-counter,1,2
1403,local-title,RegistryPlugin.BamDam.dll,3
1403,version-counter,1,2
1402,local-title,RegistryPlugin.AppCompatCache.dll,3
1402,version-counter,1,2
1401,local-title,RegistryPlugin.Ares.dll,3
1401,version-counter,1,2
1400,local-title,RegistryPlugin.Amcache-InventoryApplicationFile.dll,3
1400,version-counter,1,2
1399,local-title,bstrings_CreditCards.mkape,3
1399,version-counter,1,2
1398,local-title,bstrings_BitCoinWallet.mkape,3
1398,version-counter,1,2
1397,local-title,RegistryPlugin.LastVisitedPidlMRU.dll,3
1397,version-counter,1,2
1396,local-title,RegistryPlugin.MountedDevices.dll,3
1396,version-counter,1,2
1395,local-title,RegistryPlugin.OfficeMRU.dll,3
1395,version-counter,1,2
1394,local-title,RegistryPlugin.NetworkSettings.dll,3
1394,version-counter,1,2
1393,local-title,RegistryPlugin.FirstFolder.dll,3
1393,version-counter,1,2
1392,local-title,RegistryPlugin.LastVisitedMRU.dll,3
1392,version-counter,1,2
1391,local-title,RegistryPlugin.Uninstall.dll,3
1391,version-counter,1,2
1390,local-title,RegistryPlugin.USBSTOR.dll,3
1390,version-counter,1,2
1389,local-title,RegistryPlugin.TypedURLs.dll,3
1389,version-counter,1,2
1388,local-title,RegistryPlugin.TrustedDocuments.dll,3
1388,version-counter,1,2
1387,local-title,RegistryPlugin.Adobe.dll,3
1387,version-counter,1,2
1386,local-title,iOS_Accounts4.smap,3
1386,version-counter,1,2
1385,local-title,Firefox_Bookmarks.smap,3
1385,version-counter,1,2
1384,local-title,CellularUsage_iOS.smap,3
1384,version-counter,1,2
1383,local-title,CarsDB.smap,3
1383,version-counter,1,2
1382,local-title,Frosting_Android.smap,3
1382,version-counter,1,2
1381,local-title,Dropbox_Configurations.smap,3
1381,version-counter,1,2
1380,local-title,Firefox.smap,3
1380,version-counter,1,2
1379,local-title,Security_Microsoft-Windows-Security-Auditing_4723.map,3
1379,version-counter,1,2
1378,local-title,Security_Microsoft-Windows-Security-Auditing_4722.map,3
1378,version-counter,1,2
1377,local-title,RegistryPlugin.DHCPNetworkHint.dll,3
1377,version-counter,1,2
1376,local-title,RegistryPlugin.AppPaths.dll,3
1376,version-counter,1,2
1375,local-title,RegistryPlugin.AppCompatFlags.dll,3
1375,version-counter,1,2
1374,local-title,RegistryPlugin.DeviceClasses.dll,3
1374,version-counter,1,2
1373,local-title,Windows_ChromiumBrowser_AutofillEntries.smap,3
1373,version-counter,1,2
1372,local-title,Windows_ChromiumBrowser_HistoryVisits.smap,3
1372,version-counter,1,2
1371,local-title,Windows_ChromiumBrowser_Downloads.smap,3
1371,version-counter,1,2
1370,local-title,Windows_ChromiumBrowser_Cookies.smap,3
1370,version-counter,1,2
1369,local-title,Windows_ChromiumBrowser_Favicons.smap,3
1369,version-counter,1,2
1368,local-title,Windows_Chrome_MediaHistoryPlaybackSession.smap,3
1368,version-counter,1,2
1367,local-title,GoogleDriveCloud.smap,3
1367,version-counter,1,2
1366,local-title,Windows_WPNDatabase_WNSPushChannel.smap,3
1366,version-counter,1,2
1365,local-title,Windows_GoogleDrive_SnapshotDB.smap,3
1365,version-counter,1,2
1364,local-title,Windows_YourPhone_NotificationsDB.smap,3
1364,version-counter,1,2
1363,local-title,Windows_GoogleDrive_Snapshot.smap,3
1363,version-counter,1,2
1362,local-title,Windows_pCloud.smap,3
1362,version-counter,1,2
1361,local-title,Windows_GoogleDrive_CloudGraphDB.smap,3
1361,version-counter,1,2
1360,local-title,Windows_MicrosoftStickyNotes_NotesDB.smap,3
1360,version-counter,1,2
1359,local-title,Windows_ActivitiesCache.smap,3
1359,version-counter,1,2
1358,local-title,Windows_Bitdefender_RansomwareRecover.smap,3
1358,version-counter,1,2
1357,local-title,Windows_Bitdefender_Antiphishing.smap,3
1357,version-counter,1,2
1356,local-title,Windows_Chrome_AutofillEntries.smap,3
1356,version-counter,1,2
1355,local-title,Windows_Bitdefender_es.smap,3
1355,version-counter,1,2
1354,local-title,TeraCopy_History.smap,3
1354,version-counter,1,2
1353,local-title,Windows_Bitdefender_cache.smap,3
1353,version-counter,1,2
1352,local-title,RegistryPlugin.WinRAR.dll,3
1352,version-counter,1,2
1351,local-title,RegistryPlugin.WordWheelQuery.dll,3
1351,version-counter,1,2
1350,local-title,RegistryPlugin.WindowsApp.dll,3
1350,version-counter,1,2
1349,local-title,RegistryPlugin.WindowsPortableDevices.dll,3
1349,version-counter,1,2
1817,local-title,RegistryPlugin.CIDSizeMRU.dll,3
1817,version-counter,1,2
1816,local-title,RegistryPlugin.FileExts.dll,3
1816,version-counter,1,2
1815,local-title,RegistryPlugin.FeatureUsage.dll,3
1815,version-counter,1,2
1814,local-title,RegistryPlugin.BluetoothServicesBthPort.dll,3
1814,version-counter,1,2
1813,local-title,KapeResearch,3
1813,version-counter,1,2
1812,local-title,SQLECmd,3
1812,version-counter,1,2
1811,local-title,Windows_ChromiumBrowser_MediaHistoryPlaybackSession.smap,3
1811,version-counter,1,2
1810,local-title,Windows_ChromiumBrowser_OmniboxShortcuts.smap,3
1810,version-counter,1,2
1809,local-title,Windows_Dropbox_AggregationDBX.smap,3
1809,version-counter,1,2
1808,local-title,Windows_ChromiumBrowser_TopSites.smap,3
1808,version-counter,1,2
1807,local-title,Windows_Dropbox_IconDB.smap,3
1807,version-counter,1,2
1806,local-title,Windows_Dropbox_FileCache.smap,3
1806,version-counter,1,2
1805,local-title,Windows_Dropbox_InstanceDB.smap,3
1805,version-counter,1,2
1804,local-title,Windows_Firefox_Favicons.smap,3
1804,version-counter,1,2
1803,local-title,Windows_GoogleDrive_Cloud.smap,3
1803,version-counter,1,2
1802,local-title,Windows_Firefox_Downloads-Places.smap,3
1802,version-counter,1,2
1801,local-title,Windows_Dropbox_RecentItems.smap,3
1801,version-counter,1,2
1800,local-title,Windows_Firefox_Downloads-Downloads.smap,3
1800,version-counter,1,2
1799,local-title,Windows_GoogleDrive_Changes.smap,3
1799,version-counter,1,2
1798,local-title,Windows_Firefox_FormHistory.smap,3
1798,version-counter,1,2
1797,local-title,Launcher_Android.smap,3
1797,version-counter,1,2
1796,local-title,Logs_Android.smap,3
1796,version-counter,1,2
1795,local-title,iOS_Photos.smap,3
1795,version-counter,1,2
1794,local-title,iOS_CellularUsage.smap,3
1794,version-counter,1,2
1793,local-title,iOS_HealthDb_Secure.smap,3
1793,version-counter,1,2
1792,local-title,iOS_SMS.smap,3
1792,version-counter,1,2
1791,local-title,Windows_4KVideoDownloader_History.smap,3
1791,version-counter,1,2
1790,local-title,RegistryPlugin.SyscacheObjectTable.dll,3
1790,version-counter,1,2
1789,local-title,RegistryPlugin.RunMRU.dll,3
1789,version-counter,1,2
1788,local-title,RegistryPlugin.SAMBuiltin.dll,3
1788,version-counter,1,2
1787,local-title,RegistryPlugin.Taskband.dll,3
1787,version-counter,1,2
1786,local-title,RegistryPlugin.KnownNetworks.dll,3
1786,version-counter,1,2
1785,local-title,RegistryPlugin.FirewallRules.dll,3
1785,version-counter,1,2
1784,local-title,Android_LocalAppState.smap,3
1784,version-counter,1,2
1783,local-title,Accounts4_iOS.smap,3
1783,version-counter,1,2
1782,local-title,Android_Frosting.smap,3
1782,version-counter,1,2
1781,local-title,Android_Calls.smap,3
1781,version-counter,1,2
1780,local-title,Android_SMS.smap,3
1780,version-counter,1,2
1779,local-title,ActivitiesCache.smap,3
1779,version-counter,1,2
1778,local-title,Android_Logs.smap,3
1778,version-counter,1,2
1777,local-title,RegistryPlugin.JumplistData.dll,3
1777,version-counter,1,2
1776,local-title,RegistryPlugin.NetworkSetup2.dll,3
1776,version-counter,1,2
1775,local-title,iOS_Accounts.smap,3
1775,version-counter,1,2
1774,local-title,RegistryPlugin.OpenSaveMRU.dll,3
1774,version-counter,1,2
1773,local-title,RegistryPlugin.NetworkAdapters.dll,3
1773,version-counter,1,2
1772,local-title,RegistryPlugin.OpenSavePidlMRU.dll,3
1772,version-counter,1,2
1771,local-title,RegistryPlugin.RADAR.dll,3
1771,version-counter,1,2
1770,local-title,RegistryPlugin.Products.dll,3
1770,version-counter,1,2
1769,local-title,RegistryPlugin.ProfileList.dll,3
1769,version-counter,1,2
1768,local-title,bstrings_UNC.mkape,3
1768,version-counter,1,2
1767,local-title,bstrings_USPhone.mkape,3
1767,version-counter,1,2
1766,local-title,bstrings_URLs.mkape,3
1766,version-counter,1,2
1765,local-title,bstrings_SumoKoinWallet.mkape,3
1765,version-counter,1,2
1764,local-title,EvtxECmd_RDP.mkape,3
1764,version-counter,1,2
1763,local-title,bstrings_ZipCodes.mkape,3
1763,version-counter,1,2
1762,local-title,bstrings_WinPath.mkape,3
1762,version-counter,1,2
1761,local-title,TestFiles_CarsDB.smap,3
1761,version-counter,1,2
1760,local-title,Windows_Firefox_History.smap,3
1760,version-counter,1,2
1759,local-title,Windows_Dropbox_TrayThumbnails.smap,3
1759,version-counter,1,2
1758,local-title,Dropbox_Instance.smap,3
1758,version-counter,1,2
1757,local-title,KapeSync,3
1757,version-counter,1,2
1756,local-title,Windows,3
1756,version-counter,1,2
1755,local-title,Targets,3
1755,version-counter,1,2
1754,local-title,bstrings_SSN.mkape,3
1754,version-counter,1,2
1753,local-title,bstrings_ByteCoinWallet.mkape,3
1753,version-counter,1,2
1752,local-title,RegistryPlugin.TimeZoneInformation.dll,3
1752,version-counter,1,2
1751,local-title,RegistryPlugin.TaskCache.dll,3
1751,version-counter,1,2
1750,local-title,RegistryPlugin.TaskFlowShellActivities.dll,3
1750,version-counter,1,2
1749,local-title,RegistryPlugin.TerminalServerClient.dll,3
1749,version-counter,1,2
1748,local-title,GoogleDriveSnapshot.smap,3
1748,version-counter,1,2
1747,local-title,HealthDb.smap,3
1747,version-counter,1,2
1746,local-title,HealthDbSecure.smap,3
1746,version-counter,1,2
1745,local-title,iOS_HealthDb.smap,3
1745,version-counter,1,2
1744,local-title,HealthDbSecure_iOS.smap,3
1744,version-counter,1,2
1743,local-title,!OS_Application_OptionalDescription.guide,3
1743,version-counter,1,2
1742,local-title,Android_Contacts2DB.smap,3
1742,version-counter,1,2
1741,local-title,!OS_Application_OptionalDescription.template,3
1741,version-counter,1,2
1740,local-title,Android_mmssmsDB.smap,3
1740,version-counter,1,2
1739,local-title,Windows_Photos.smap,3
1739,version-counter,1,2
1738,local-title,RECmd_SoftwareClassesASEPs.mkape,3
1738,version-counter,1,2
1737,local-title,bstrings_MACAddresses.mkape,3
1737,version-counter,1,2
1736,local-title,bstrings_Bitlocker.mkape,3
1736,version-counter,1,2
1735,local-title,bstrings_DashCoinWallet.mkape,3
1735,version-counter,1,2
1734,local-title,bstrings_AeonWallet.mkape,3
1734,version-counter,1,2
1733,local-title,Windows_YourPhone_PhotosDB.smap,3
1733,version-counter,1,2
1732,local-title,bstrings_IPv4.mkape,3
1732,version-counter,1,2
1731,local-title,Windows_Chrome_NetworkActionPredictor.smap,3
1731,version-counter,1,2
1730,local-title,Windows_ChromiumBrowser_MediaHistoryPlayback.smap,3
1730,version-counter,1,2
1729,local-title,Windows_Chrome_AutofillProfiles.smap,3
1729,version-counter,1,2
1728,local-title,RegistryPlugin.UserAssist.dll,3
1728,version-counter,1,2
1727,local-title,RegistryPlugin.USB.dll,3
1727,version-counter,1,2
1726,local-title,TargetTemplate.template,3
1726,version-counter,1,2
1725,local-title,Windows_Net_User.mkape,3
1725,version-counter,1,2
1724,local-title,Windows_ChromiumBrowser_KeywordSearches.smap,3
1724,version-counter,1,2
1723,local-title,Windows_Dropbox_Configurations.smap,3
1723,version-counter,1,2
1722,local-title,Windows_ChromiumBrowser_NetworkActionPredictor.smap,3
1722,version-counter,1,2
1721,local-title,Windows_Chrome_OmniboxShortcuts.smap,3
1721,version-counter,1,2
1720,local-title,Windows_Chrome_TopSites.smap,3
1720,version-counter,1,2
1719,local-title,Windows_ChromiumBrowser_AutofillProfiles.smap,3
1719,version-counter,1,2
1718,local-title,Kroll_Batch.reb,3
1718,version-counter,1,2
1717,local-title,RECmd_RECmd_Batch_MC.mkape,3
1717,version-counter,1,2
1716,local-title,RECmd_UserClassesASEPs.mkape,3
1716,version-counter,1,2
1715,local-title,RECmd_UserActivity.mkape,3
1715,version-counter,1,2
1714,local-title,RECmd_SoftwareWoW6432ASEPs.mkape,3
1714,version-counter,1,2
1713,local-title,!Disabled,3
1713,version-counter,1,2
1712,local-title,!Local,3
1712,version-counter,1,2
1711,local-title,Antivirus,3
1711,version-counter,1,2
1710,local-title,Apps,3
1710,version-counter,1,2
1709,local-title,Windows_WindowsUpdate_StoreDB.smap,3
1709,version-counter,1,2
1708,local-title,Windows_YourPhone_PhoneDB-SMSMessages.smap,3
1708,version-counter,1,2
1707,local-title,Windows_YourPhone_SettingsDB.smap,3
1707,version-counter,1,2
1706,local-title,Windows_TeraCopy_History.smap,3
1706,version-counter,1,2
1705,local-title,Windows_YourPhone_ContactsDB.smap,3
1705,version-counter,1,2
1704,local-title,Windows_WPNDatabase_Notifications.smap,3
1704,version-counter,1,2
1703,local-title,AddressBook_iOS.smap,3
1703,version-counter,1,2
1702,local-title,Accounts_iOS.smap,3
1702,version-counter,1,2
1433,local-title,Kroll_Batch.md,3
1433,version-counter,2,2
1701,local-title,RECmd_SoftwareASEPs.mkape,3
1701,version-counter,1,2
1700,local-title,bstrings_Email.mkape,3
1700,version-counter,1,2
1699,local-title,EvtxECmd.mkape,3
1699,version-counter,1,2
1698,local-title,bstrings_DashCoinWallet2.mkape,3
1698,version-counter,1,2
1697,local-title,bstrings_FantomCoinWallet.mkape,3
1697,version-counter,1,2
1696,local-title,Windows_Chrome_KeywordSearches.smap,3
1696,version-counter,1,2
1695,local-title,Windows_Chrome_HistoryVisits.smap,3
1695,version-counter,1,2
1694,local-title,Windows_Chrome_Downloads.smap,3
1694,version-counter,1,2
1693,local-title,Windows_Chrome_MaskedCreditCards.smap,3
1693,version-counter,1,2
1692,local-title,Windows_Chrome_Cookies.smap,3
1692,version-counter,1,2
1691,local-title,Windows_Chrome_MediaHistoryPlayback.smap,3
1691,version-counter,1,2
1690,local-title,Sync_KAPE.mkape,3
1690,version-counter,1,2
1689,local-title,Windows_Net_Start.mkape,3
1689,version-counter,1,2
1688,local-title,Sync_SQLECmd.mkape,3
1688,version-counter,1,2
1687,local-title,Windows_Net_LocalGroup.mkape,3
1687,version-counter,1,2
1686,local-title,Windows_Net_Share.mkape,3
1686,version-counter,1,2
1685,local-title,Windows_Net_Session.mkape,3
1685,version-counter,1,2
1684,local-title,Windows_Net_Accounts.mkape,3
1684,version-counter,1,2
1683,local-title,CompoundTargetGuide.guide,3
1683,version-counter,1,2
1682,local-title,Windows_qwinsta_RDPSessions.mkape,3
1682,version-counter,1,2
1681,local-title,TargetGuide.guide,3
1681,version-counter,1,2
1680,local-title,BatchExampleUserAssist.reb,3
1680,version-counter,1,2
1679,local-title,BasicSystemInfo.reb,3
1679,version-counter,1,2
1678,local-title,BatchExampleServices.reb,3
1678,version-counter,1,2
1677,local-title,PowerShell_NamedPipes.mkape,3
1677,version-counter,1,2
1676,local-title,Sync_EvtxECmd.mkape,3
1676,version-counter,1,2
1675,local-title,PowerShell_ParseScheduledTasks.mkape,3
1675,version-counter,1,2
1674,local-title,PowerShell_NetUserAdministrators.mkape,3
1674,version-counter,1,2
1673,local-title,PowerShell_Defender_Exclusions.mkape,3
1673,version-counter,1,2
1672,local-title,PowerShell_DLL_List.mkape,3
1672,version-counter,1,2
1671,local-title,PowerShell_ProcessList_CimInstance.mkape,3
1671,version-counter,1,2
1670,local-title,Windows_DNSCache.mkape,3
1670,version-counter,1,2
1669,local-title,Windows_ManageBDE_BitLockerStatus.mkape,3
1669,version-counter,1,2
1668,local-title,Windows_GpResult.mkape,3
1668,version-counter,1,2
1667,local-title,Windows_MsInfo.mkape,3
1667,version-counter,1,2
1666,local-title,Windows_IPConfig.mkape,3
