CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2025-01-31 10:51:57.3308182,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-542B79E9.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-542B79E9.pf,10078,778002337C44CFBB2727D6673E07887E6637C826,False,2025-01-25 16:05:09.9230902,2025-01-25 16:05:09.9271006,2025-01-31 10:27:36.7398959,00:00:00.0200967
2025-01-31 10:51:57.3538256,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-542B79EA.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-542B79EA.pf,24777,97CEC5F502EA19425483CE4F1AC3FA95F90C6D6E,False,2025-01-24 08:59:27.5412429,2025-01-25 16:06:40.1300707,2025-01-31 10:27:36.7409004,00:00:00.0189959
2025-01-31 10:51:57.3708149,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20048.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20048.pf,68521,9520980901FF4DEBD05D461CE84150D085331530,False,2025-01-25 17:16:18.3914160,2025-01-31 08:24:11.9598225,2025-01-31 10:27:36.7418969,00:00:00.0129997
2025-01-31 10:51:57.3848250,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20049.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20049.pf,22656,D8CA50C785230F111DC080AAEC0A82691CCF62AD,False,2025-01-25 17:16:32.5135571,2025-01-31 10:21:34.3820973,2025-01-31 10:27:36.7438967,00:00:00.0110146
2025-01-31 10:51:57.3983651,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA2004A.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA2004A.pf,38885,ADD99878B886178A561043D660A6DD807F1D9494,False,2025-01-25 17:16:27.3540907,2025-01-26 19:13:55.6316677,2025-01-31 10:27:36.7438967,00:00:00.0115400
2025-01-31 10:51:57.4143720,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA2004C.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA2004C.pf,4408,7B7C69CE59A27A7E7FAC6E9AAF8CF0881978D14A,False,2025-01-25 17:16:27.3254383,2025-01-25 17:16:27.3254383,2025-01-31 10:27:36.7448968,00:00:00.0130923
2025-01-31 10:51:57.4353673,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20052.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20052.pf,27899,4C075AC5C30E775E3C76867B87FD11245F8DC69F,False,2025-01-25 17:47:41.8470546,2025-01-31 10:21:11.4242219,2025-01-31 10:27:36.7458974,00:00:00.0169908
2025-01-31 10:51:57.4543630,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20053.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20053.pf,19139,4A857735F7052C77899E434C4462AFB0B7936367,False,2025-01-25 17:16:27.3349923,2025-01-25 17:16:27.3359972,2025-01-31 10:27:36.7458974,00:00:00.0149977
2025-01-31 10:51:57.4845101,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20055.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20055.pf,9806,0791174839A7DDCD8F1BD01DF5022C59F60C967D,False,2025-01-25 17:16:27.3656268,2025-01-27 07:13:18.2786674,2025-01-31 10:27:36.7468993,00:00:00.0261342
2025-01-31 10:51:57.5119046,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20056.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-6AA20056.pf,10022,D34C1F606681D05AF2CB75160CEED61A05CDB5D5,False,2025-01-25 17:47:39.8855620,2025-01-31 10:21:10.0552718,2025-01-31 10:27:36.7468993,00:00:00.0231174
2025-01-31 10:51:57.5359211,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACA4.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACA4.pf,21754,9A9794CE7A2952ABC8732D9E87EF7DE96B3FEA8C,False,2025-01-24 09:03:16.0573418,2025-01-24 18:46:59.4734943,2025-01-31 10:27:36.7480046,00:00:00.0200090
2025-01-31 10:51:57.5677783,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACA5.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACA5.pf,26325,9ED0CEE14A3F4E03BA8C112D746BAA138BC24718,False,2025-01-23 22:23:12.8048420,2025-01-25 16:02:16.4422887,2025-01-31 10:27:36.7489371,00:00:00.0249931
2025-01-31 10:51:57.5980668,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACAD.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACAD.pf,28421,770108384F9AE17401D29072669B2C21457E4F8B,False,2025-01-23 22:26:14.1415764,2025-01-25 17:16:18.0382044,2025-01-31 10:27:36.7500119,00:00:00.0239184
2025-01-31 10:51:57.6170772,C:\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACB1.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSEDGEWEBVIEW2.EXE-7579ACB1.pf,9600,C77D3F7496195A9935FEC06A6EE39AB0D339B09D,False,2025-01-23 22:26:14.6780016,2025-01-25 17:16:17.2822040,2025-01-31 10:27:36.7500119,00:00:00.0150132
2025-01-31 10:51:57.6251040,C:\Windows\prefetch\MSIEXEC.EXE-8FFB1633.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSIEXEC.EXE-8FFB1633.pf,6132,C95303DAA820E7B47A6457F3924BE358E40DEB55,False,2025-01-23 22:21:43.6162568,2025-01-23 22:21:43.6172598,2025-01-31 10:27:36.7509506,00:00:00.0049986
2025-01-31 10:51:57.6330779,C:\Windows\prefetch\MSIEXEC.EXE-CDBFC0F7.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSIEXEC.EXE-CDBFC0F7.pf,5497,2330C0871939ADC0559BEFD7AE291745407435FA,False,2025-01-23 22:22:00.1899734,2025-01-23 22:22:00.1909745,2025-01-31 10:27:36.7519422,00:00:00.0050185
2025-01-31 10:51:57.6601027,C:\Windows\prefetch\MSIGENERALCONTROL.EXE-F4AC2F81.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSIGENERALCONTROL.EXE-F4AC2F81.pf,28223,ADA38EBA23E956B437A77657C633A05A59B5D491,False,2025-01-23 22:24:44.7513145,2025-01-31 10:21:37.6442657,2025-01-31 10:27:36.7519422,00:00:00.0230278
2025-01-31 10:51:57.6882272,C:\Windows\prefetch\MSI_DRIVER_UTILITY_INSTALLER.-5884277E.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSI_DRIVER_UTILITY_INSTALLER.-5884277E.pf,16904,6547305DFB41ADCC4F649AC71C99C5EB444E66FB,False,2025-01-23 22:21:43.5752591,2025-01-23 22:21:43.5772583,2025-01-31 10:27:36.7529438,00:00:00.0251348
2025-01-31 10:51:57.7006552,C:\Windows\prefetch\MSMPENG.EXE-47ACE10D.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSMPENG.EXE-47ACE10D.pf,8054,D7F3E5E5EF4C18C33B9BC5F16D2102C919149F74,False,2025-01-23 22:21:18.7225815,2025-01-23 22:21:18.7235816,2025-01-31 10:27:36.7529438,00:00:00.0099190
2025-01-31 10:51:57.7196535,C:\Windows\prefetch\MSMPENG.EXE-558DCD36.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSMPENG.EXE-558DCD36.pf,25841,BA46EB357AD28F973C949B2D23235BBB3706475C,False,2025-01-23 22:21:08.5530737,2025-01-23 22:21:08.5540024,2025-01-31 10:27:36.7539661,00:00:00.0149957
2025-01-31 10:51:57.7376511,C:\Windows\prefetch\MSOOBE.EXE-5ED3F203.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSOOBE.EXE-5ED3F203.pf,46081,57606346D03B566254FFD3BE1633C6C6533217CB,False,2025-01-23 22:21:14.9239020,2025-01-23 22:21:14.9259017,2025-01-31 10:27:36.7539661,00:00:00.0149951
2025-01-31 10:51:57.7536575,C:\Windows\prefetch\MSTEAMS_AUTOSTARTER.EXE-4A9987C9.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\MSTEAMS_AUTOSTARTER.EXE-4A9987C9.pf,19507,EA3896A2EACC6059579BBDE48FA2B4674D0D0250,False,2025-01-24 08:58:57.1649907,2025-01-31 10:16:49.3510329,2025-01-31 10:27:36.7560002,00:00:00.0120051
2025-01-31 10:51:57.7706589,C:\Windows\prefetch\NAHIMICAPO4VOLUME.EXE-A7CC80FE.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NAHIMICAPO4VOLUME.EXE-A7CC80FE.pf,3909,1613CD7E9F407B445E3C36D6AE4451EA9456EDA0,False,2025-01-24 08:52:49.5921812,2025-01-30 07:24:42.7184660,2025-01-31 10:27:36.7560002,00:00:00.0140059
2025-01-31 10:51:57.7932392,C:\Windows\prefetch\NAHIMICMIRRORINGINSTALLER.EXE-51B2C525.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NAHIMICMIRRORINGINSTALLER.EXE-51B2C525.pf,2584,F3D918B436B25A6BEC6E535D46E525B005FE3E94,False,2025-01-23 22:21:43.5502591,2025-01-23 22:21:43.5522610,2025-01-31 10:27:36.7568972,00:00:00.0125255
2025-01-31 10:51:57.8002351,C:\Windows\prefetch\NGCISO.EXE-10848FAC.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NGCISO.EXE-10848FAC.pf,2712,DCF421F0513C189CF5979EE0BF056E1AB409E648,False,2025-01-23 22:21:09.3620777,2025-01-31 08:30:04.5873249,2025-01-31 10:27:36.7568972,00:00:00.0040160
2025-01-31 10:51:57.8102308,C:\Windows\prefetch\NGEN.EXE-4A8DA13E.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NGEN.EXE-4A8DA13E.pf,6524,B6BC70CFFA24C60893B2F63909F68525D3B471F4,False,2025-01-24 10:49:54.0626293,2025-01-30 23:39:50.2072851,2025-01-31 10:27:36.7568972,00:00:00.0060060
2025-01-31 10:51:57.8222375,C:\Windows\prefetch\NGEN.EXE-734C6620.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NGEN.EXE-734C6620.pf,6772,08DCCC3D5D0194C4FA8DFC4FD5B4A57FC0AA6CA7,False,2025-01-24 10:48:51.9813678,2025-01-30 09:59:44.2006808,2025-01-31 10:27:36.7578970,00:00:00.0090031
2025-01-31 10:51:57.8322331,C:\Windows\prefetch\NGEN.EXE-9B4B780D.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NGEN.EXE-9B4B780D.pf,5198,E2FE545651E13C48EF2F587CEFF5FB97B4015D41,False,2025-01-23 22:07:43.2415700,2025-01-23 22:07:43.5034788,2025-01-31 10:27:36.7578970,00:00:00.0060031
2025-01-31 10:51:57.8387441,C:\Windows\prefetch\NGEN.EXE-C40A3CEF.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NGEN.EXE-C40A3CEF.pf,5250,C1911F87B700D457ED9901B1608D7F6463C5F19B,False,2025-01-23 22:07:43.3858337,2025-01-23 22:07:43.5901337,2025-01-31 10:27:36.7588943,00:00:00.0055137
2025-01-31 10:51:57.8567345,C:\Windows\prefetch\NGENTASK.EXE-0E6CEC17.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NGENTASK.EXE-0E6CEC17.pf,24225,0B9E83574B46FF327D57AEB96FFE6D47EFAC5103,False,2025-01-24 10:46:14.8733716,2025-01-30 09:59:46.6274626,2025-01-31 10:27:36.7588943,00:00:00.0159909
2025-01-31 10:51:57.8707332,C:\Windows\prefetch\NGENTASK.EXE-849BFD75.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NGENTASK.EXE-849BFD75.pf,20837,5C8D2339E0EE43DB7F0C6FB9D805BA3F249ECCB2,False,2025-01-24 10:46:14.8873814,2025-01-30 23:39:51.8205980,2025-01-31 10:27:36.7598948,00:00:00.0119988
2025-01-31 10:51:57.8847475,C:\Windows\prefetch\NHNOTIFSYS.EXE-AB06D94E.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NHNOTIFSYS.EXE-AB06D94E.pf,23013,1778E94C9B662F130876D3B57D77AFC6A79DCA0C,False,2025-01-23 22:22:34.8075471,2025-01-31 10:14:01.9634645,2025-01-31 10:27:36.7598948,00:00:00.0120091
2025-01-31 10:51:57.8943222,C:\Windows\prefetch\NISSRV.EXE-ACA1B0D3.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NISSRV.EXE-ACA1B0D3.pf,5843,111E5A8DA66D8AC9B24728BCDD3440172DFB7156,False,2025-01-31 10:13:59.0491140,2025-01-31 10:13:59.0491140,2025-01-31 10:27:36.7608947,00:00:00.0065544
2025-01-31 10:51:57.9198418,C:\Windows\prefetch\NOTEPAD.EXE-71C27845.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NOTEPAD.EXE-71C27845.pf,72134,6F0B2753CD11EDE11419F487C12AEEA9DABCEBC9,False,2025-01-24 11:35:11.3469846,2025-01-31 10:30:31.2127307,2025-01-31 10:30:31.2127307,00:00:00.0205429
2025-01-31 10:51:57.9538486,C:\Windows\prefetch\NVDISPLAY.CONTAINER.EXE-CA41D45D.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NVDISPLAY.CONTAINER.EXE-CA41D45D.pf,42977,1555443DB9CC4CF8EA353E1E29E75B41C1FCD6DE,False,2025-01-23 22:22:09.1437916,2025-01-30 19:36:36.6495253,2025-01-31 10:27:36.7639109,00:00:00.0289995
2025-01-31 10:51:57.9923873,C:\Windows\prefetch\NVIDIA-SMI.EXE-43C94612.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NVIDIA-SMI.EXE-43C94612.pf,8198,FE7875EE24452368A508FBB88296B6D4C2D63943,False,2025-01-24 08:55:29.2286939,2025-01-30 07:25:46.7833028,2025-01-31 10:27:36.7649101,00:00:00.0345638
2025-01-31 10:51:58.0425351,C:\Windows\prefetch\NVNGX_UPDATE.EXE-EE7D2B72.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\NVNGX_UPDATE.EXE-EE7D2B72.pf,7934,F72B3E1D99B00607EEF6C173D8CC6598EA6F2095,False,2025-01-23 22:21:52.8373571,2025-01-23 22:21:52.8383611,2025-01-31 10:27:36.7658976,00:00:00.0320987
2025-01-31 10:51:58.0755277,C:\Windows\prefetch\OFFICEAPP.EXE-00F797B9.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OFFICEAPP.EXE-00F797B9.pf,56346,B92246C25735ED7385139EE4912CD80CE8536375,False,2025-01-27 12:41:01.3629035,2025-01-27 12:41:01.3659324,2025-01-31 10:27:36.7658976,00:00:00.0150125
2025-01-31 10:51:58.0915126,C:\Windows\prefetch\OMAPSVCBROKER.EXE-8A23F97A.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OMAPSVCBROKER.EXE-8A23F97A.pf,30486,25168105085EB2CB2ADC481F4C4ECCF910F65528,False,2025-01-23 22:24:16.6969628,2025-01-23 22:24:16.6969628,2025-01-31 10:27:36.7678944,00:00:00.0129577
2025-01-31 10:51:58.1075124,C:\Windows\prefetch\ONEAPP.IGCC.WINSERVICE.LACE.E-A7A0AE6C.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\ONEAPP.IGCC.WINSERVICE.LACE.E-A7A0AE6C.pf,12349,FFA11422AFAE222FAC4610FE6D298651DFC46F8A,False,2025-01-24 08:52:39.6484889,2025-01-31 08:23:54.2826329,2025-01-31 10:27:36.7689034,00:00:00.0130005
2025-01-31 10:51:58.1235020,C:\Windows\prefetch\ONEDRIVE.EXE-0619960C.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\ONEDRIVE.EXE-0619960C.pf,84875,BD3DBD0926AC4A8B05FD68026ABBE7CE0788EDCF,False,2025-01-23 22:25:46.9532749,2025-01-30 19:38:34.6320154,2025-01-31 10:27:36.7698946,00:00:00.0130051
2025-01-31 10:51:58.1385018,C:\Windows\prefetch\ONEDRIVESETUP.EXE-2F4C4906.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\ONEDRIVESETUP.EXE-2F4C4906.pf,34215,8A69EBCB318A82A5ABC658C16195EC6219A1952B,False,2025-01-23 22:25:21.4325693,2025-01-23 22:25:45.8373569,2025-01-31 10:27:36.7718947,00:00:00.0119961
2025-01-31 10:51:58.1475074,C:\Windows\prefetch\OOBELDR.EXE-3CC413CD.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OOBELDR.EXE-3CC413CD.pf,3121,EDA73E7B25FEEFC48CF9089848D7C745971A7959,False,2025-01-23 22:21:16.5949380,2025-01-23 22:21:16.5959565,2025-01-31 10:27:36.7728948,00:00:00.0059926
2025-01-31 10:51:58.1554996,C:\Windows\prefetch\OPENCONSOLE.EXE-711C122C.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPENCONSOLE.EXE-711C122C.pf,5996,6C57E316947AD2671221DC7E03ECCEEB97058D7F,False,2025-01-31 08:28:43.2406984,2025-01-31 08:28:43.2406984,2025-01-31 10:27:36.7728948,00:00:00.0050026
2025-01-31 10:51:58.1695164,C:\Windows\prefetch\OPENCONSOLE.EXE-DB414F78.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPENCONSOLE.EXE-DB414F78.pf,8652,749A694252DD3B7EF748BE0AEEAE4750BC26565C,False,2025-01-30 20:37:24.3353035,2025-01-30 20:37:24.3353035,2025-01-31 10:27:36.7738959,00:00:00.0120145
2025-01-31 10:51:58.1870604,C:\Windows\prefetch\OPERA.EXE-D01AFE56.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE56.pf,67308,9491E68977F1EC6D09BC264F34904C7B9B1D017A,False,2025-01-24 08:53:43.6485022,2025-01-31 10:42:41.5121014,2025-01-31 10:42:41.5121014,00:00:00.0145547
2025-01-31 10:51:58.2011355,C:\Windows\prefetch\OPERA.EXE-D01AFE57.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE57.pf,54133,C311FFE4B9B96F420E822DFB77288CA492080A2E,False,2025-01-24 08:53:53.4721995,2025-01-31 10:32:36.2987528,2025-01-31 10:32:36.2987528,00:00:00.0120873
2025-01-31 10:51:58.2151216,C:\Windows\prefetch\OPERA.EXE-D01AFE58.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE58.pf,54254,59266C30115BA11BF76EF67FB121A0899FC821D6,False,2025-01-24 08:53:52.5442457,2025-01-31 10:32:35.4839542,2025-01-31 10:32:35.4839542,00:00:00.0118261
2025-01-31 10:51:58.2456200,C:\Windows\prefetch\OPERA.EXE-D01AFE5F.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE5F.pf,28427,267F59C0D2C264D87B2C6797AF34F18A6927F298,False,2025-01-24 08:53:53.3719605,2025-01-31 10:32:46.5483141,2025-01-31 10:32:46.5483141,00:00:00.0254849
2025-01-31 10:51:58.2636163,C:\Windows\prefetch\OPERA.EXE-D01AFE60.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE60.pf,36889,9B71E57C2B2CA9871C4A3BDCB1283E855DADC151,False,2025-01-24 08:55:52.5736904,2025-01-31 10:34:26.1093908,2025-01-31 10:34:26.1093908,00:00:00.0130133
2025-01-31 10:51:58.2786256,C:\Windows\prefetch\OPERA.EXE-D01AFE61.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE61.pf,49018,C08A05D337C4175BB1FE2E23001103EB10C8A564,False,2025-01-24 08:53:52.5007974,2025-01-31 10:32:35.4194969,2025-01-31 10:32:35.4194969,00:00:00.0120235
2025-01-31 10:51:58.2901452,C:\Windows\prefetch\OPERA.EXE-D01AFE63.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE63.pf,17200,CFAA4BDE5F656AFA196CF2AD7FE3F549123F371F,False,2025-01-24 08:53:52.9830873,2025-01-31 10:32:35.9460982,2025-01-31 10:32:35.9460982,00:00:00.0105173
2025-01-31 10:51:58.3041387,C:\Windows\prefetch\OPERA.EXE-D01AFE64.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA.EXE-D01AFE64.pf,11233,F1B293962100343F7055F30E4D7692E42E85800B,False,2025-01-24 08:58:18.7009200,2025-01-31 10:33:58.6397523,2025-01-31 10:33:58.6397523,00:00:00.0119993
2025-01-31 10:51:58.3211538,C:\Windows\prefetch\OPERA_AUTOUPDATE.EXE-2B752B6D.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA_AUTOUPDATE.EXE-2B752B6D.pf,13290,69299107DD3F6B96A7A1F2A216743C2CA5A0E9FF,False,2025-01-24 08:53:52.9001680,2025-01-31 10:12:20.9006956,2025-01-31 10:27:36.7839529,00:00:00.0140143
2025-01-31 10:51:58.3331494,C:\Windows\prefetch\OPERA_AUTOUPDATE.EXE-2B752B71.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA_AUTOUPDATE.EXE-2B752B71.pf,5788,FC01B0C3BBF238583203461ABA6989C8F2693878,False,2025-01-24 08:53:52.9021905,2025-01-31 10:12:20.9077532,2025-01-31 10:27:36.7839529,00:00:00.0100101
2025-01-31 10:51:58.3381542,C:\Windows\prefetch\OPERA_CRASHREPORTER.EXE-EF06438E.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\OPERA_CRASHREPORTER.EXE-EF06438E.pf,6126,4C3FF89037EC1DA5F67A536BD9E226472EA8C6F2,False,2025-01-24 08:53:44.2904972,2025-01-31 10:42:41.5206376,2025-01-31 10:42:41.5206376,00:00:00.0040136
2025-01-31 10:51:58.3451412,C:\Windows\prefetch\PACJSWORKER.EXE-13C719A4.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\PACJSWORKER.EXE-13C719A4.pf,4652,14CC0861D83501A19D82AA2EA50A6E5B6211D181,False,2025-01-28 12:10:41.1812647,2025-01-28 12:10:51.9744096,2025-01-31 10:27:36.7849574,00:00:00.0040163
2025-01-31 10:51:58.3711429,C:\Windows\prefetch\PECMD.EXE-73C8CB9F.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\PECMD.EXE-73C8CB9F.pf,79090,BA97433365F57DED2753ACB3BC357C5C56D723A2,False,2025-01-31 09:48:03.4497189,2025-01-31 10:31:19.8126790,2025-01-31 10:31:19.8126790,00:00:00.0230074
2025-01-31 10:51:58.3831505,C:\Windows\prefetch\PHONEEXPERIENCEHOST.EXE-B09D3833.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\PHONEEXPERIENCEHOST.EXE-B09D3833.pf,73527,6A23292AC9AE72D1CC1580D1AEA312631DF7B230,False,2025-01-23 22:25:23.4236925,2025-01-27 21:37:59.1016792,2025-01-31 10:27:36.7870511,00:00:00.0100093
2025-01-31 10:51:58.3966716,C:\Windows\prefetch\PHONEEXPERIENCEHOST.EXE-BE448A69.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\PHONEEXPERIENCEHOST.EXE-BE448A69.pf,75539,589DBE899E5B79E544AF9B8EB4C90F7429B875A9,False,2025-01-27 21:44:05.2465710,2025-01-31 10:36:36.7488715,2025-01-31 10:36:36.7488715,00:00:00.0105372
2025-01-31 10:51:58.4096755,C:\Windows\prefetch\POWERSHELL.EXE-CA1AE517.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\POWERSHELL.EXE-CA1AE517.pf,52298,97943A322877FB90539E9797361B50E0748DBF38,False,2025-01-24 11:08:49.1107138,2025-01-31 08:28:43.3748375,2025-01-31 10:27:36.7919531,00:00:00.0110028
